dataFrom,Date,review_x,Rating,Extracted_Dev_Response,Dev_Response_Time,Clean_Review,Topic_Number,Topic_Name,Issue,Positive_Score,Negative_Score,Neutral_Score,Compound_Score,NPS_Score_Indiv,NPS_Category
appStore,2022-09-22 02:01:38+00:00,"Awesome, easy n fun to use! 😊",5,\r\n\r\nHey there! We're happy to know that our app is easy and fun to use! 💜,2022-09-23 07:23:08+00:00,,,,,,,,,,
appStore,2023-01-24 13:43:09+00:00,"What if I urgently need access to my money? This is not the way to go.
🤬",1,"Hi Shariff666, we would like to find out more about this. Please drop us an email at help@gxs.com.sg together with your mobile device and contact info so that we can look into this matter. Thank you!",2023-01-26 01:07:13+00:00,,,,,,,,,,
appStore,2022-12-09 06:35:51+00:00,Deleted the app. Sick of it serving no other purpose currently than being a lead generator.,1,"We would love to have you onboard, Chenny! 💜 Signing up with GXS is currently by invite only. We're opening up access progressively to make sure that everything is built well. Stay tuned to our website or social channels for the latest updates! 🙏\n",2022-09-09 01:13:56+00:00,"['sick', 'purpose', 'lead', 'generator']",3,Services & Products,Long waiting list,0.0,0.282,0.718,-0.6705,1.0,Detractor
appStore,2023-01-20 05:03:23+00:00,"Access to funds blocked, no transparency apart from it being a recognized technical issue, no ETA and no communications from Grab or Singtel.",1,"Hi JosephThia, thank you for alerting us on this issue. We are sorry about this experience. We have since resolved the App issue. We would like to assure you that the App is now working fine and we apologize for the inconvenience caused. You should be able to login the App and may need to go through SingPass to access it. Rest assured that there will not be any impact to your account. Once again, we thank you for your understanding and support. 🙏🙏🙏😊",2023-01-21 08:41:10+00:00,"['access', 'fund', 'transparency', 'issue', 'communication', 'grab', 'singtel']",2,Customer Services,Inability to save payments,0.0,0.314,0.686,-0.7717,1.0,Detractor
appStore,2022-12-07 07:51:10+00:00,"app is really easy to navigate, user-friendly",5,Happy to hear that you have been enjoying the banking experience on our app! It means a lot to us. It made our day! 🙌,2022-12-09 07:06:02+00:00,"['navigate', 'user']",9,Customer trust,Difficulty processing application,0.347,0.0,0.653,0.4927,8.0,Passive
appStore,2023-07-24 09:21:23+00:00,Unable to sign in to account,1,"Oh no! Could you please share with us more details about the issue you’re facing by sending us your details and screenshot to help@gxs.com.sg, so that we can take a closer look into this? We’d like to make things right. 🙏",2023-07-26 01:33:00+00:00,"['sign', 'account']",2,Customer Services,Inability to save payments,0.0,0.0,1.0,0.0,5.0,Detractor
appStore,2024-01-15 14:04:23+00:00,Is this really an authentic app for GXS? Looks cheap.,3,Hi Cody! Thank you for your feedback on the GXS app. We have forwarded your feedback to our team. Rest assured we're continuously working hard to add more features to make your experience better. Feel free to reach out to us via email at help@gxs.com.sg or call at (+65) 3105 2055 if you have other suggestions. Thank you for your support! 🙏😊,2024-01-17 02:10:23+00:00,"['look', 'cheap']",2,Customer Services,Inability to save payments,0.0,0.0,1.0,0.0,5.0,Detractor
appStore,2023-12-07 13:07:57+00:00,save ur money and grow,5,Hi Agilah07. We're happy to hear that you're finding value in our Savings Account that accrues daily interest. Every bit counts when it comes to saving money and we're glad to be part of your financial journey! 💜😄,2023-12-08 17:44:46+00:00,"['money', 'grow']",2,Customer Services,Inability to save payments,0.444,0.0,0.556,0.4939,8.0,Passive
appStore,2023-08-07 13:41:20+00:00,Lack the basic function to save a payee,1,"That's a good suggestion, Fancilivain! GXS continuously work on improving our app. We have forwarded your thoughts to the team as feedback for app feature enhancement. Thank you for your support! 😊",2023-08-09 01:57:53+00:00,"['lack', 'function', 'payee']",1,Money Growth (Interest Rates),Low interest rate,0.278,0.2,0.522,0.2263,6.0,Detractor
appStore,2023-09-21 13:04:04+00:00,Does not make sense.,1,"We're sorry to hear that you feel this way. We recognise that our customers use GXS for Grab and Singtel Dash transactions to earn 1.2x reward points from eligible transactions, so we increased the interest rates for our GXS Main Account from 0.08% to 2.38% p.a. and the Saving Pockets adjusted to 2.68% p.a. 🙏",2023-09-23 01:35:40+00:00,,,,,,,,,,
appStore,2023-11-02 06:38:15+00:00,"useless app.  unable to join or open account,
app is not open to all in sg",1,We're sorry to make you feel this way. Please drop us a call at our 24/7 hotline at 3105 2055 and our team would be more than willing to hear you out. 🙏,2023-11-03 14:21:44+00:00,,,,,,,,,,
appStore,2022-12-30 00:52:29+00:00,Great features! Love it!,5,Hi MegaDumpling99! We are happy that you like our awesome app features! 🤩We strive to give our customers the best app experience.🚀Thank you very much for your 5 stars review! Your support and voice are very important to us. Keep using our app. 💜 ,2022-12-31 07:47:06+00:00,"['feature', 'love']",9,Customer trust,Difficulty processing application,0.816,0.0,0.184,0.8715,10.0,Promoter
appStore,2023-06-05 10:57:26+00:00,Love the app,5,\r\nThanks for the love! 🙏💜 We're thrilled to hear that you're enjoying our app. Your support means the world to us. ,2023-06-07 01:03:47+00:00,,,,,,,,,,
appStore,2023-08-07 10:44:08+00:00,first bank to reduce interest rates for savings but interest rates for loans stay high,1,"Hi there! From 17 August 2023, we're increasing the interest rates for our GXS Main Account from 0.08% to 2.38% p.a. and the Saving Pockets will be adjusted to 2.68% p.a. 💜 Just to share that all applications for GXS FlexiLoan go through an evaluation process which is aligned with our internal requirements. This process includes an assessment of your credit profile and eligibility. 🙏",2023-08-10 01:16:44+00:00,"['bank', 'interest', 'rate', 'interest', 'rate', 'loan', 'stay']",1,Money Growth (Interest Rates),Low interest rate,0.316,0.0,0.684,0.7184,9.0,Promoter
appStore,2023-11-10 06:48:41+00:00,Good app,4,Hey there! Thank you for your 5 stars review. 🤞 We are thrilled to know that you love our app's interface and we're constantly working to make it even better! 💜,2023-11-11 17:24:17+00:00,,,,,,,,,,
appStore,2023-11-15 07:36:00+00:00,Good,5,Hey there! Thanks for taking the time to leave us a 5-star review! 😍 We're thrilled to hear that you enjoyed your experience with us and appreciate your kind words. 💜,2023-11-17 04:09:19+00:00,,,,,,,,,,
appStore,2022-09-22 01:51:42+00:00,= x o,5,"Hey there! Thank you for the 5 stars review, it makes our day! 🤩  ",2022-09-23 07:29:18+00:00,,,,,,,,,,
appStore,2024-03-07 07:24:52+00:00,heheh,1,"Hi there! We're sorry to hear that you feel this way, and we will certainly take this as feedback. 💜 Rest assured, we're continuously working hard on improving our product offerings and also adding more features to our app to make your experience better.🙏",2024-03-10 02:37:48+00:00,,,,,,,,,,
appStore,2023-07-18 03:44:25+00:00,Only for PR and SP,1,"Hi there! All applications are subjected to the Bank's eligibility criteria. For more information, you may head over to our website. We hope to offer our services to more customers in the future. Thank you for your interest! 🙏",2023-07-20 02:50:01+00:00,,,,,,,,,,
appStore,2023-09-29 13:18:27+00:00,Wow,5,Thank you very much for your kind support! We appreciate it. 😊,2022-12-29 01:04:27+00:00,,,,,,,,,,
appStore,2022-09-16 18:40:11+00:00,🚀🚀🚀🚀🚀,5,Hey Jasper! We are happy to know that you like our app! 🤩,2022-09-19 01:20:50+00:00,,,,,,,,,,
appStore,2023-07-24 03:31:10+00:00,"I was trying to make payment using Paynow Qr code using scan and pay. Merchant create a dynamic QR code of payment $15.7 but the GXS app scan and pay read in as $15.07
Pls advice to correct the mistake as it make me and merchant very inconvenience.",1,Hi there. We apologize for the inconvenience caused and thank you for bringing this to our attention. 🙏 Please reach out to our customer support team at (+65) 3105 2055 or email us at help@gxs.com.sg with your contact details so that we can take a closer look into this for you.,2023-07-25 18:02:45+00:00,,,,,,,,,,
appStore,2023-07-22 01:33:39+00:00,安全漏洞！下载要小心！即使用SingPass 开户也一样不安全！Bug 导致无法通过！,1,"Hi there! We're sorry you feel that way. Fret not, we're always here to help. Do contact us at (+65) 3105 2055 or email help@gxs.com.sg with your contact number and a screen recording of the issue. We'll work on it right away! 🙏",2023-07-24 00:55:47+00:00,,,,,,,,,,
appStore,2023-07-20 23:27:11+00:00,"21 Jul 23:
The integration on iPad is off. The first time login requires SingPass as a safety feature but it doesn’t generate a QR Code. Devs should consider a workaround. 

Pending dev feedback before rating change.",1,"Hello there! We greatly appreciate your feedback and would be thrilled to delve deeper into it. To assist you better, please don't hesitate to contact us through our 24x7 hotline at (+65) 3105 2055 or simply drop us an email at help@gxs.com.sg. Kindly include your contact number and a screen recording of the issue you encountered. This way, we can promptly investigate the matter. Thank you! 🙏",2023-07-22 05:35:15+00:00,,,,,,,,,,
googlePlay,2024-03-10 23:51:02.700000+00:00,cant logging using finger print . previously still able to use . so pissed off with the update .,1,"Hi Xiangqing, we'd love to look into this for you. Could you please reach out to us via our 24/7 hotline at (+65) 3105 2055? We'll be more than happy to look into the matter.🙏",2024-03-11 00:52:46.253000+00:00,"['cant', 'finger', 'print', 'update']","3,5",Services & Products & Credit card usage,,0.0,0.23,0.77,-0.7481,1.0,Detractor
googlePlay,2024-03-10 22:02:20.654000+00:00,For 1st time registration signup by singpass and all info's needed but still my application is denied.,1,"Hi Matt, thanks for reaching out! If you are referring to our GXS FlexiLoan, please be assured that all applications go through an evaluation process that is aligned with our internal requirements. This includes an assessment of your credit profile and eligibility. You may wish to re-apply for the FlexiLoan after 30 days. 🙏",2024-03-10 23:33:26.777000+00:00,"['time', 'registration', 'signup', 'singpass', 'info', 'application']",6,Login & Account Setup,Difficulty logging in,0.0,0.194,0.806,-0.5927,2.0,Detractor
googlePlay,2024-03-10 03:28:54.619000+00:00,"Updated - Kindly ignore my previous rating, and I have amended my rating. My son did a Giro to link his Grab Account to GXS but neglected to inform us of the transaction.",4,"Hi Jeremy, could you share more details on the issue you faced please? 👀 We'd love to help, but we recommend giving our hotline a call at (+65) 3105 2055 for the best assistance. 🙏",2024-03-10 01:27:39.606000+00:00,"['ignore', 'rating', 'rating', 'giro', 'link', 'grab', 'account', 'inform', 'transaction']",6,Login & Account Setup,Difficulty logging in,0.055,0.165,0.78,-0.6428,1.0,Detractor
googlePlay,2024-03-09 02:29:58.143000+00:00,They unable to process my application. 4x attempt,1,"Hi Nurhartini, we'd love to check on this for you. Could you please reach out to us via our 24/7 hotline at (+65) 3105 2055? We'll be more than happy to look into the matter.🙏",2024-03-09 02:48:09.455000+00:00,"['process', 'application', 'attempt']",9,Customer trust,Difficulty processing application,0.0,0.0,1.0,0.0,5.0,Detractor
googlePlay,2024-03-08 12:39:35.515000+00:00,Try logging in after logging out completely. Cannot see Singpass QR at all. How to log in again? Something wrong with new updates?,1,"Hi AK Ong. We're sorry to hear that you are having issues accessing your account, and we would love to sort this out for you. Please get in touch with us at help@gxs.com.sg with a screenshot of the error along with your contact details, or call us at (+65) 3105 2055. We’ll be happy to help. Thank you. 🙏",2024-03-08 13:21:01.100000+00:00,"['singpass', 'something', 'update']",7,Competition,Difficulty logging in,0.0,0.136,0.864,-0.5362,2.0,Detractor
googlePlay,2024-03-07 00:40:42.759000+00:00,Fingerprint login no longer work since 2 months back.. all other bank apps doesn't have such issues.,2,"Hi Vince. We're sorry to hear this and would love to sort this issue for you. Please get in touch with us at help@gxs.com.sg with a screenshot of the error, along with your contact details. Or call us at (+65) 3105 2055. We’ll be happy to help. Thank you.🙏",2024-03-07 02:45:30.641000+00:00,"['fingerprint', 'login', 'longer', 'work', 'month', 'bank', 'apps', 'issue']",4,User Interface,Poor login functionality,0.0,0.121,0.879,-0.296,3.0,Detractor
googlePlay,2024-03-06 04:14:17.670000+00:00,"Love the function of having multiple pockets as it helps me to track each target accordingly. Thank you for the genius allocation! Would have given 4.5 if there was, with the 0.5 hoping for unlimited numbers of pockets. :"")",4,"Hi Anna. We're over the moon to hear your positive feedback about our GXS Savings Account, specifically the Saving Pockets! It's always fantastic to know we're hitting the mark. We're constantly working on improving our services and your feedback is a valuable part of that process. Thank you for your support! 😊💜",2024-03-06 04:47:19.679000+00:00,"['love', 'function', 'multiple', 'pocket', 'help', 'track', 'target', 'thank', 'genius', 'allocation', 'number', 'pocket']",4,User Interface,Poor login functionality,0.261,0.0,0.739,0.908,10.0,Promoter
googlePlay,2024-03-06 01:39:11.760000+00:00,Quick transfers to bank acc and fast repayments. Very suitable for short term loans,5,"Hi Jia Hong! We are happy that you like our app! This 5-star review made our day! 💜 We are thrilled to hear that you find our app easy to use and that you like the short-term loan feature! We're constantly working on new and exciting features, and we can't wait for you to try them out in the future.😍🚀",2024-03-06 02:30:02.577000+00:00,"['quick', 'transfer', 'bank', 'fast', 'repayment', 'term', 'loan']",0,App Responsiveness,Difficulties in account registration,0.0,0.0,1.0,0.0,5.0,Detractor
googlePlay,2024-03-04 04:23:26.614000+00:00,"A feature they should implement is to save your recipients which you FAST to, makes it a lot safer as it prevents mistaken sending of funds to unintended recipients after the 1st transfer.",3,"Hi EE, that's a fantastic suggestion and it's been captured as part of future enhancements! 🙌 We have been busy working on new and exciting stuff, and we can't wait for you to try them out in the future. 🚀",2024-03-04 05:00:32.637000+00:00,"['feature', 'implement', 'recipient', 'fast', 'safer', 'mistaken', 'fund', 'recipient', 'transfer']",9,Customer trust,Difficulty processing application,0.188,0.064,0.747,0.5859,8.0,Passive
googlePlay,2024-03-01 09:52:59.459000+00:00,Ok Good system.,5,Hi Baggio! Thank you for your 5-star review. 💜 We are thrilled to know that you like the app. 😍,2024-03-01 12:01:22.583000+00:00,,,,,,,,,,
googlePlay,2024-02-24 05:22:26.149000+00:00,good 👍,3,Hi Velan! Thank you for your positive feedback and review. Rest assured we're continuously working hard on improving our product offerings and our GXS app. Feel free to reach out to us via email at help@gxs.com.sg or call at (+65) 3105 2055 if you have other suggestions. Thank you for your support! 🙏😊💜,2024-02-24 06:05:37.213000+00:00,,,,,,,,,,
googlePlay,2024-02-24 03:52:03.450000+00:00,Can not open,1,"Hi Yusri, we're sorry to hear this. To better address your concerns and provide further assistance, feel free to reach out to us at our 24x7 hotline at (+65) 3105 2055. We will be happy to help.💜
",2024-02-24 04:28:56.160000+00:00,,,,,,,,,,
googlePlay,2024-02-18 12:20:44.714000+00:00,Hi any chance for foreign to apply? Im work at sg,1,"Hi Aaro, thank you for your interest in our services. The FlexiLoan service is available only to Singaporeans and Singaporean PRs at this moment. There are no available slots for the Savings Account currently, but you may register your interest so we can notify you to come apply when slots are available.",2024-02-18 12:35:26.841000+00:00,"['chance', 'work']",6,Login & Account Setup,Difficulty logging in,0.167,0.0,0.833,0.25,6.0,Detractor
googlePlay,2024-02-14 09:10:02.160000+00:00,"Really really damm time wasting, if not ready for sign up don't launch. Close down and don't let people wait for you, uninstalling now. Trust Bank is much better, CRAB!",1,"Hi Sky, we're sorry to hear this. To address your concerns and provide further assistance, please do not hesitate to call our 24x7 hotline at (+65) 3105 2055. We will be happy to help. Thank you 🙏",2024-02-14 11:24:39.910000+00:00,"['damm', 'time', 'sign', 'launch', 'wait', 'trust', 'bank', 'crab']",8,Safety,Seamless integration not available on iPad,0.173,0.135,0.692,0.3439,7.0,Passive
googlePlay,2024-02-09 04:20:07.761000+00:00,🥰🥰🥰,5,"Hey Faizal, we're stoked to know that you like our app! 💜 Thanks for the 5-star review! 🤩",2024-02-09 04:55:19.972000+00:00,,,,,,,,,,
googlePlay,2024-02-07 17:52:38.413000+00:00,"Been using this bank for a while now and didn't face any major problems. What I enjoyed the most is the saving pockets area where we could create different pockets for each saving we want to do and even add goals into it. The 2.68% per annum is added daily (0.01) as long as you have a minimum of 150 in your savings. If not, you'll have to wait till your it accumulates up to 0.01 to be added. There was also cashback when you make payment using the card which I didn't know till recently.",5,"Hey, Nad! Thanks for your kind words! Reviews and feedbacks like these are what keeps us going for our customers. 😉 You have our word that we’ll continue to introduce more features and will always strive to continuously improve our services!

If you need any help, feel free to reach out to us. We’ll be more than happy to assist you!",2024-02-07 19:07:44.283000+00:00,"['bank', 'face', 'problem', 'pocket', 'area', 'create', 'pocket', 'want', 'goal', 'annum', 'minimum', 'wait', 'till', 'cashback', 'payment', 'card', 'till']",6,Login & Account Setup,Difficulty logging in,0.066,0.029,0.905,0.4033,7.0,Passive
googlePlay,2024-01-26 06:43:30.769000+00:00,"Great app that can park your savings using pockets, but hopefully the interest rate of the savings pockets will increase due to the current economic conditions",4,Hi Jas! Thank you for your positive feedback and review. Rest assured we're continuously working hard on improving our product offerings. We have forwarded your feedback to our team. Feel free to reach out to us via email at help@gxs.com.sg or call at (+65) 3105 2055 if you have other suggestions. Thank you for your support! 🙏😊💜,2024-01-26 08:17:19.806000+00:00,"['park', 'pocket', 'interest', 'rate', 'pocket', 'increase', 'condition']",1,Money Growth (Interest Rates),Low interest rate,0.372,0.0,0.628,0.9194,10.0,Promoter
googlePlay,2024-01-25 13:30:51.147000+00:00,"Unable to login or use the forgot password function. System only replied with ""something wrong please try again later"" Now I was told I must wait for the next version of app to be rolled out progressively before I can login. Hopefully won't take too long",1,"Hi Benjamin. We're sorry to hear this. We love to sort this issue quickly for you. Please get in touch with us at help@gxs.com.sg with a screenshot of the error, along with your contact details. Or call us at (+65) 3105 2055. We’ll be happy to help. Thank you.🙏",2024-01-25 14:19:41.785000+00:00,"['login', 'forgot', 'password', 'function', 'system', 'something', 'please', 'told', 'wait', 'version', 'login']",6,Login & Account Setup,Difficulty logging in,0.098,0.061,0.841,0.2263,6.0,Detractor
googlePlay,2024-01-15 16:47:46.720000+00:00,👍👍👍👍,5,Hey Adha! We appreciate your 5 stars review. This made our day! Thanks for taking the time to leave your feedback. 🚀💜,2024-01-15 17:44:07.868000+00:00,,,,,,,,,,
googlePlay,2024-01-14 13:58:33.580000+00:00,"Sorry to have said this, why not this gxbank through by gxbank for worldwide",1,"Hey, Iqbal! We are GXS Bank, currently for Singapore-based users. If you have any feedback, do get in touch with us at help@gxs.com.sg or call us at (+65) 3105 2055. As for GXBank-related queries, you may visit their site and reach out to them directly. 🙏",2024-01-14 15:20:35.968000+00:00,"['sorry', 'gxbank', 'gxbank', 'worldwide']",0,App Responsiveness,Difficulties in account registration,0.0,0.091,0.909,-0.0772,5.0,Detractor
googlePlay,2024-01-12 15:34:50.724000+00:00,I don't set. A password in my phone n not allow me to down load this apps,5,"Hi Tony, thank you for your feedback! Just to share, your device is required to be passcode protected to ensure the safety of your account. 🔐 You will be able to access to app once your device is passcode protected to apply for our products and services! 💜",2024-01-12 17:01:10.830000+00:00,"['password', 'phone', 'load', 'apps']",5,Credit card usage,Inability to save money,0.0,0.094,0.906,-0.1695,4.0,Detractor
googlePlay,2024-01-10 18:37:31.826000+00:00,When to sign up for the account in last year august. 5 months has pass still waiting. Please help to solve the issue.,2,"Hi Wei Jie! We love your enthusiasm! All GXS Savings Account slots have been taken up for now. We’re working to open new slots as soon as possible. For early access to new slots, register via the GXS app. While you’re here, have you checked out the GXS FlexiLoan yet? We appreciate your patience and can't wait to have you onboard with us! 🚀",2024-01-10 19:54:00.784000+00:00,"['sign', 'account', 'year', 'august', 'month', 'pas', 'please', 'help', 'solve', 'issue']",3,Services & Products,Long waiting list,0.254,0.0,0.746,0.7003,9.0,Promoter
googlePlay,2024-01-09 17:22:47.353000+00:00,Why i cannot login?.,1,"Hi Sairuldin! We're sorry to hear this. Could you get in touch with us at help@gxs.com.sg with a screenshot of the error, along with your contact details. Or call us at (+65) 3105 2055. We’ll be happy to help.🙏
",2024-01-09 18:55:16.589000+00:00,,,,,,,,,,
googlePlay,2024-01-07 19:11:24.528000+00:00,Very good app,5,Hey Najmul! We appreciate your 5 stars review. 💜 We are thrilled to know that you like the app easy and user-friendly user interface. Thanks for taking the time to leave your feedback. We strive to serve you better! 🚀,2024-01-07 19:32:29.991000+00:00,,,,,,,,,,
googlePlay,2023-12-30 10:08:20.541000+00:00,I'm stuck on the singpass page without being able to proceed. All is updated to latest ver.,1,"Hi there. This is not the experience that we’d want you to have. We’d be happy to resolve this issue for you! Kindly contact our hotline at (+65) 3105 2055 or drop us an email at help@gxs.com.sg with your contact info, device model, and a screenshot of your issue so we can take a closer look into this. Thank you.🙏",2023-12-30 10:58:26.399000+00:00,"['stuck', 'singpass', 'page', 'proceed']",7,Competition,Difficulty logging in,0.0,0.111,0.889,-0.25,4.0,Detractor
googlePlay,2023-12-30 06:09:20.800000+00:00,Love GxS bank. Would it be available on Google Pay as well? 😉,5,Hi WJ! Thank you for your 5 stars review! We have forwarded your feedback to our team. We're continuously working hard to add more features to make your experience better. Thank you for your understanding and support! Have a great day and happy new year! 🙏🤩💜,2023-12-30 06:57:07.871000+00:00,"['love', 'bank', 'google']",8,Safety,Seamless integration not available on iPad,0.337,0.075,0.588,0.7096,9.0,Promoter
googlePlay,2023-12-28 08:09:13.378000+00:00,Cannot sig up,1,"Hey Quekyeong, sorry to hear that! Please get in touch with us at help@gxs.com.sg with your contact details, or call us at (+65) 3105 2055. We'll be happy to assist it.🙏",2023-12-28 08:19:07.543000+00:00,,,,,,,,,,
googlePlay,2023-12-26 07:05:50.661000+00:00,Occasionally getting unable to login error.,3,"Hey Chester, sorry to hear that! Please get in touch with us at help@gxs.com.sg with your contact details or call us at (+65) 3105 2055. We’d be happy to look into this for you. 🙏",2023-12-26 08:14:25.315000+00:00,"['login', 'error']",4,User Interface,Poor login functionality,0.0,0.351,0.649,-0.4019,3.0,Detractor
googlePlay,2023-12-22 23:47:44.654000+00:00,Well done,2,"Hey Jahid! Thank you for your review. If you have any concerns or need assistance, feel free to reach out to us via our 24/7 hotline at (+65) 3105 2055. We’ll be happy to assist you! 💜",2023-12-23 00:52:44.256000+00:00,,,,,,,,,,
googlePlay,2023-12-22 02:24:44.921000+00:00,"Buggy app, bad interest rate",1,"Hi Mike! We're sorry to hear about your experience. We're continuously working hard on improving our product offerings. We love to help you resolve the app issue quickly. Kindly drop us an email at help@gxs.com.sg with your contact info, device model, and a screenshot of your issue so we can take a closer look into this. Have a great day! 😊🙏",2023-12-22 03:01:47.684000+00:00,"['buggy', 'interest', 'rate']",1,Money Growth (Interest Rates),Low interest rate,0.316,0.368,0.316,-0.128,4.0,Detractor
googlePlay,2023-12-21 03:23:03.673000+00:00,I am unable to log in today when i could yesterday. I cant transfer my money out to use. There is no alternative like physical counter or website so my money is stuck when i urgently need my money.,1,Hi there! We are sorry to hear that you are having difficulty transferring your funds. We’d be happy to resolve this issue for you! Kindly contact our hotline at (+65) 3105 2055 or drop us an email at help@gxs.com.sg. 🙏,2023-12-21 04:00:41.224000+00:00,"['today', 'yesterday', 'cant', 'transfer', 'money', 'alternative', 'counter', 'website', 'money', 'stuck', 'need', 'money']",5,Credit card usage,Inability to save money,0.0,0.149,0.851,-0.6497,1.0,Detractor
googlePlay,2023-12-18 16:39:21.623000+00:00,What a nonsense app is this??download but say got malware in my hp?and ask me to fix my app?wth?,1,"Hi Aza, we are sorry to hear that you are having difficulty accessing the app. We have enhanced our anti-malware protection and customers will not be able to access the app if there is detection of security vulnerabilities in their device. Please call our hotline so we can assist you better.",2023-12-18 18:18:49.959000+00:00,"['nonsense', 'download', 'malware']",3,Services & Products,Long waiting list,0.0,0.135,0.865,-0.4234,3.0,Detractor
googlePlay,2023-12-18 14:38:27.254000+00:00,Easy and fast app,5,Hi Emirul! We appreciate your 5 stars review. 💜We're glad our GXS app is easy to use and we work hard to meet expectations like yours! 🤩,2023-12-18 15:13:36.434000+00:00,,,,,,,,,,
googlePlay,2023-12-18 11:13:13.916000+00:00,could not open my gxs app,1,Hey Diana! We'd love to look into this. Please feel free to get in touch with us through our 24/7 hotline at (+65) 3105 2055 or drop us an email at help@gxs.com.sg with your contact number so we can reach out to you promptly. 🙏,2023-12-18 11:32:33.957000+00:00,,,,,,,,,,
googlePlay,2023-12-10 06:01:06.531000+00:00,"Your phone cannot be used Lol, which part of my phone have been modified? Nvr root or anything This is something that should not even be released to the public when you can't even get device authentication working UPDATE: So they decided to just close my issue and deemed it as ""resolved"" when it isn't Dont ever use this pos software",1,Hi Swee Seng! We’re sorry to make you feel that way! 🙁 We appreciate your valuable feedback and rest assured that it is an essential part of our continuous improvement process. Please do not hesitate to reach out to us at (+65) 3105 2055 or via our email at help@gxs.com.sg. 🚀,2023-12-10 06:26:08.152000+00:00,"['phone', 'part', 'phone', 'root', 'anything', 'something', 'public', 'device', 'authentication', 'update', 'issue', 'dont', 'software']",7,Competition,Difficulty logging in,0.027,0.037,0.936,-0.1611,4.0,Detractor
googlePlay,2023-12-09 19:41:24.674000+00:00,Easy loan and easy payment with no hassle.,5,"Hi Muhd Rashid thank you for your kind words, we are glad our services live up to your expectations.",2023-12-09 20:41:11.820000+00:00,"['loan', 'payment', 'hassle']",7,Competition,Difficulty logging in,0.446,0.169,0.385,0.5574,8.0,Passive
googlePlay,2023-12-07 02:50:29.181000+00:00,Very good digital savings bank account that helps grow our funds.,5,"Hi Suvega! Thank you for your 5-star review! 🤩 We are thrilled to know that you're enjoying our daily interest crediting feature! 🚀 We appreciate you for taking the time to leave your feedback! 🙏
",2023-12-07 03:40:03.540000+00:00,"['digital', 'bank', 'account', 'help', 'grow', 'fund']",2,Customer Services,Inability to save payments,0.392,0.0,0.608,0.6997,9.0,Promoter
googlePlay,2023-12-06 08:40:34.154000+00:00,Great savings rate!,5,Hi Elias! We appreciate your 5 stars review. 💜 We are thrilled to know that you like the interest rate we offer for our account! 🤩 Thanks for taking the time to leave your feedback! We strive to serve you better! 🚀,2023-12-06 11:22:12.723000+00:00,,,,,,,,,,
googlePlay,2023-12-06 08:35:35.696000+00:00,Loving it so far.,5,"Hi Hamzah! Thank you for your wonderful feedback. This review made our day! We work hard to meet expectations like yours, and we’re happy to hear we hit the mark for you.🙏🤩💜",2023-12-06 11:14:17.780000+00:00,,,,,,,,,,
googlePlay,2023-12-06 08:32:57.532000+00:00,Easy to use,5,Hi there! Thank you for your 5 stars review. 💜We are thrilled to know that you like the app easy and user-friendly user interface! We work hard to meet expectations like yours. Thank you and keep using our app!🙏🤩,2023-12-06 11:16:58.899000+00:00,,,,,,,,,,
googlePlay,2023-12-06 07:12:41.458000+00:00,Couldn't use the app suddenly,1,"Hi Zhiying. We're sorry to hear about your experience. We’d be happy to resolve this issue for you! Kindly contact our hotline at (+65) 3105 2055 or drop us an email at help@gxs.com.sg with your contact info, device model, and a screenshot of your issue so we can take a closer look into this. 🙏",2023-12-06 08:27:05.160000+00:00,,,,,,,,,,
googlePlay,2023-12-05 07:51:56.949000+00:00,Poor try attempted but still cannot . Terrible app....,1,Hi Amelia. Thank you for your feedback. We're continuously working hard on improving our product offerings and also adding more features to our app to make your experience better. Please get in touch with us via email at help@gxs.com.sg or call at (+65) 3105 2055. We’d be happy to hear your feedback on how we can do better! 🙏,2023-12-05 08:50:55.445000+00:00,,,,,,,,,,
googlePlay,2023-12-04 11:48:59.403000+00:00,"Few months have passed. And we still can't add favourite payee, etc. Can u guy really work on it",1,"Hi Ken! 👋 We have forwarded your feedback regarding the add payee function to the team. We're continuously working hard to add more features to make your experience better. We thank you for your understanding and patience. 🙏
",2023-12-04 12:54:17.790000+00:00,"['month', 'favourite', 'payee', 'work']",5,Credit card usage,Inability to save money,0.0,0.0,1.0,0.0,5.0,Detractor
googlePlay,2023-11-30 10:42:20+00:00,Could be scam,1,"Hi Arthur, thanks for reaching out. Rest assured, GXS Bank is a licensed bank with the Monetary Authority of Singapore. Let us know what can be improved. Please feel free to reach out to us at help@gxs.com.sg or (+65) 3105 2055. We'll be happy to assist with any of your questions or concerns. Have a great day! 😊🙏",2023-11-30 11:49:22.923000+00:00,,,,,,,,,,
