dataFrom,date,review,rating,extracted_devresp,devresp_time,Positive Score,Negative Score,Neutral Score,Compound Score,nps_indiv,nps_category,clean_review,Topic_Number,Topic_Name,date_only,Topic,Unnamed: 1,key
appStore,2022-12-07 07:51:10,"app is really easy to navigate, user-friendly",5,Happy to hear that you have been enjoying the banking experience on our app! It means a lot to us. It made our day! 🙌,NaT,0.347,0.0,0.653,0.4927,8,Passive,"['navigate', 'user']",9,Customer trust,2022-12-07,Customer trust,38.0,Others
appStore,2023-07-24 09:21:23,Unable to sign in to account,1,"Oh no! Could you please share with us more details about the issue you’re facing by sending us your details and screenshot to help@gxs.com.sg, so that we can take a closer look into this? We’d like to make things right. 🙏",NaT,0.0,0.0,1.0,0.0,5,Detractor,"['sign', 'account']",2,Customer Services,2023-07-24,Customer Services,5.0,Lack of transparency and access to funds
appStore,2024-01-15 14:04:23,Is this really an authentic app for GXS? Looks cheap.,3,Hi Cody! Thank you for your feedback on the GXS app. We have forwarded your feedback to our team. Rest assured we're continuously working hard to add more features to make your experience better. Feel free to reach out to us via email at help@gxs.com.sg or call at (+65) 3105 2055 if you have other suggestions. Thank you for your support! 🙏😊,NaT,0.0,0.0,1.0,0.0,5,Detractor,"['look', 'cheap']",2,Customer Services,2024-01-15,Customer Services,6.0,Authenticity concerns
appStore,2023-12-07 13:07:57,save ur money and grow,5,Hi Agilah07. We're happy to hear that you're finding value in our Savings Account that accrues daily interest. Every bit counts when it comes to saving money and we're glad to be part of your financial journey! 💜😄,NaT,0.444,0.0,0.556,0.4939,8,Passive,"['money', 'grow']",2,Customer Services,2023-12-07,Customer Services,43.0,Others
appStore,2023-08-07 13:41:20,Lack the basic function to save a payee,1,"That's a good suggestion, Fancilivain! GXS continuously work on improving our app. We have forwarded your thoughts to the team as feedback for app feature enhancement. Thank you for your support! 😊",NaT,0.278,0.2,0.522,0.2263,6,Detractor,"['lack', 'function', 'payee']",1,Money Growth (Interest Rates),2023-08-07,Money Growth (Interest Rates),12.0,Lack of features
appStore,2022-12-30 00:52:29,Great features! Love it!,5,Hi MegaDumpling99! We are happy that you like our awesome app features! 🤩We strive to give our customers the best app experience.🚀Thank you very much for your 5 stars review! Your support and voice are very important to us. Keep using our app. 💜 ,NaT,0.816,0.0,0.184,0.8715,10,Promoter,"['feature', 'love']",9,Customer trust,2022-12-30,Customer trust,24.0,Others
appStore,2023-08-07 10:44:08,first bank to reduce interest rates for savings but interest rates for loans stay high,1,"Hi there! From 17 August 2023, we're increasing the interest rates for our GXS Main Account from 0.08% to 2.38% p.a. and the Saving Pockets will be adjusted to 2.68% p.a. 💜 Just to share that all applications for GXS FlexiLoan go through an evaluation process which is aligned with our internal requirements. This process includes an assessment of your credit profile and eligibility. 🙏",NaT,0.316,0.0,0.684,0.7184,9,Promoter,"['bank', 'interest', 'rate', 'interest', 'rate', 'loan', 'stay']",1,Money Growth (Interest Rates),2023-08-07,Money Growth (Interest Rates),2.0,Low interest rate
googlePlay,NaT,cant logging using finger print . previously still able to use . so pissed off with the update .,1,"Hi Xiangqing, we'd love to look into this for you. Could you please reach out to us via our 24/7 hotline at (+65) 3105 2055? We'll be more than happy to look into the matter.🙏",NaT,0.0,0.23,0.77,-0.7481,1,Detractor,"['cant', 'finger', 'print', 'update']",3,Services & Products,NaT,,,
googlePlay,NaT,cant logging using finger print . previously still able to use . so pissed off with the update .,1,"Hi Xiangqing, we'd love to look into this for you. Could you please reach out to us via our 24/7 hotline at (+65) 3105 2055? We'll be more than happy to look into the matter.🙏",NaT,0.0,0.23,0.77,-0.7481,1,Detractor,"['cant', 'finger', 'print', 'update']",5,Credit card usage,NaT,,,
googlePlay,NaT,For 1st time registration signup by singpass and all info's needed but still my application is denied.,1,"Hi Matt, thanks for reaching out! If you are referring to our GXS FlexiLoan, please be assured that all applications go through an evaluation process that is aligned with our internal requirements. This includes an assessment of your credit profile and eligibility. You may wish to re-apply for the FlexiLoan after 30 days. 🙏",NaT,0.0,0.194,0.806,-0.5927,2,Detractor,"['time', 'registration', 'signup', 'singpass', 'info', 'application']",6,Login & Account Setup,NaT,Login & Account Setup,15.0,Singpass registration issues
googlePlay,NaT,"Updated - Kindly ignore my previous rating, and I have amended my rating. My son did a Giro to link his Grab Account to GXS but neglected to inform us of the transaction.",4,"Hi Jeremy, could you share more details on the issue you faced please? 👀 We'd love to help, but we recommend giving our hotline a call at (+65) 3105 2055 for the best assistance. 🙏",NaT,0.055,0.165,0.78,-0.6428,1,Detractor,"['ignore', 'rating', 'rating', 'giro', 'link', 'grab', 'account', 'inform', 'transaction']",6,Login & Account Setup,NaT,Login & Account Setup,23.0,Others
googlePlay,NaT,They unable to process my application. 4x attempt,1,"Hi Nurhartini, we'd love to check on this for you. Could you please reach out to us via our 24/7 hotline at (+65) 3105 2055? We'll be more than happy to look into the matter.🙏",NaT,0.0,0.0,1.0,0.0,5,Detractor,"['process', 'application', 'attempt']",9,Customer trust,NaT,Customer trust,0.0,Difficulty processing application
googlePlay,NaT,They unable to process my application. 4x attempt,1,"Hi Nurhartini, we'd love to check on this for you. Could you please reach out to us via our 24/7 hotline at (+65) 3105 2055? We'll be more than happy to look into the matter.🙏",NaT,0.0,0.0,1.0,0.0,5,Detractor,"['process', 'application', 'attempt']",9,Customer trust,NaT,Customer trust,16.0,Limited attempts to use the app
googlePlay,NaT,Try logging in after logging out completely. Cannot see Singpass QR at all. How to log in again? Something wrong with new updates?,1,"Hi AK Ong. We're sorry to hear that you are having issues accessing your account, and we would love to sort this out for you. Please get in touch with us at help@gxs.com.sg with a screenshot of the error along with your contact details, or call us at (+65) 3105 2055. We’ll be happy to help. Thank you. 🙏",NaT,0.0,0.136,0.864,-0.5362,2,Detractor,"['singpass', 'something', 'update']",7,Competition,NaT,Competition,3.0,Difficulty logging in
googlePlay,NaT,Fingerprint login no longer work since 2 months back.. all other bank apps doesn't have such issues.,2,"Hi Vince. We're sorry to hear this and would love to sort this issue for you. Please get in touch with us at help@gxs.com.sg with a screenshot of the error, along with your contact details. Or call us at (+65) 3105 2055. We’ll be happy to help. Thank you.🙏",NaT,0.0,0.121,0.879,-0.296,3,Detractor,"['fingerprint', 'login', 'longer', 'work', 'month', 'bank', 'apps', 'issue']",4,User Interface,NaT,User Interface,4.0,Fingerprint login not working
googlePlay,NaT,"Love the function of having multiple pockets as it helps me to track each target accordingly. Thank you for the genius allocation! Would have given 4.5 if there was, with the 0.5 hoping for unlimited numbers of pockets. :"")",4,"Hi Anna. We're over the moon to hear your positive feedback about our GXS Savings Account, specifically the Saving Pockets! It's always fantastic to know we're hitting the mark. We're constantly working on improving our services and your feedback is a valuable part of that process. Thank you for your support! 😊💜",NaT,0.261,0.0,0.739,0.908,10,Promoter,"['love', 'function', 'multiple', 'pocket', 'help', 'track', 'target', 'thank', 'genius', 'allocation', 'number', 'pocket']",4,User Interface,NaT,User Interface,14.0,Occasional errors
googlePlay,NaT,Quick transfers to bank acc and fast repayments. Very suitable for short term loans,5,"Hi Jia Hong! We are happy that you like our app! This 5-star review made our day! 💜 We are thrilled to hear that you find our app easy to use and that you like the short-term loan feature! We're constantly working on new and exciting features, and we can't wait for you to try them out in the future.😍🚀",NaT,0.0,0.0,1.0,0.0,5,Detractor,"['quick', 'transfer', 'bank', 'fast', 'repayment', 'term', 'loan']",0,App Responsiveness,NaT,App Responsiveness,12.0,Slow transfer speed and connectivity problems
googlePlay,NaT,"A feature they should implement is to save your recipients which you FAST to, makes it a lot safer as it prevents mistaken sending of funds to unintended recipients after the 1st transfer.",3,"Hi EE, that's a fantastic suggestion and it's been captured as part of future enhancements! 🙌 We have been busy working on new and exciting stuff, and we can't wait for you to try them out in the future. 🚀",NaT,0.188,0.064,0.747,0.5859,8,Passive,"['feature', 'implement', 'recipient', 'fast', 'safer', 'mistaken', 'fund', 'recipient', 'transfer']",9,Customer trust,NaT,Customer trust,21.0,Limited features
googlePlay,NaT,Hi any chance for foreign to apply? Im work at sg,1,"Hi Aaro, thank you for your interest in our services. The FlexiLoan service is available only to Singaporeans and Singaporean PRs at this moment. There are no available slots for the Savings Account currently, but you may register your interest so we can notify you to come apply when slots are available.",NaT,0.167,0.0,0.833,0.25,6,Detractor,"['chance', 'work']",6,Login & Account Setup,NaT,Login & Account Setup,25.0,Others
googlePlay,NaT,"Really really damm time wasting, if not ready for sign up don't launch. Close down and don't let people wait for you, uninstalling now. Trust Bank is much better, CRAB!",1,"Hi Sky, we're sorry to hear this. To address your concerns and provide further assistance, please do not hesitate to call our 24x7 hotline at (+65) 3105 2055. We will be happy to help. Thank you 🙏",NaT,0.173,0.135,0.692,0.3439,7,Passive,"['damm', 'time', 'sign', 'launch', 'wait', 'trust', 'bank', 'crab']",8,Safety,NaT,Safety,9.0,Time wasting verification process
googlePlay,NaT,"Been using this bank for a while now and didn't face any major problems. What I enjoyed the most is the saving pockets area where we could create different pockets for each saving we want to do and even add goals into it. The 2.68% per annum is added daily (0.01) as long as you have a minimum of 150 in your savings. If not, you'll have to wait till your it accumulates up to 0.01 to be added. There was also cashback when you make payment using the card which I didn't know till recently.",5,"Hey, Nad! Thanks for your kind words! Reviews and feedbacks like these are what keeps us going for our customers. 😉 You have our word that we’ll continue to introduce more features and will always strive to continuously improve our services!

If you need any help, feel free to reach out to us. We’ll be more than happy to assist you!",NaT,0.066,0.029,0.905,0.4033,7,Passive,"['bank', 'face', 'problem', 'pocket', 'area', 'create', 'pocket', 'want', 'goal', 'annum', 'minimum', 'wait', 'till', 'cashback', 'payment', 'card', 'till']",6,Login & Account Setup,NaT,Login & Account Setup,27.0,Others
googlePlay,NaT,"Great app that can park your savings using pockets, but hopefully the interest rate of the savings pockets will increase due to the current economic conditions",4,Hi Jas! Thank you for your positive feedback and review. Rest assured we're continuously working hard on improving our product offerings. We have forwarded your feedback to our team. Feel free to reach out to us via email at help@gxs.com.sg or call at (+65) 3105 2055 if you have other suggestions. Thank you for your support! 🙏😊💜,NaT,0.372,0.0,0.628,0.9194,10,Promoter,"['park', 'pocket', 'interest', 'rate', 'pocket', 'increase', 'condition']",1,Money Growth (Interest Rates),NaT,Money Growth (Interest Rates),41.0,Others
googlePlay,NaT,"Unable to login or use the forgot password function. System only replied with ""something wrong please try again later"" Now I was told I must wait for the next version of app to be rolled out progressively before I can login. Hopefully won't take too long",1,"Hi Benjamin. We're sorry to hear this. We love to sort this issue quickly for you. Please get in touch with us at help@gxs.com.sg with a screenshot of the error, along with your contact details. Or call us at (+65) 3105 2055. We’ll be happy to help. Thank you.🙏",NaT,0.098,0.061,0.841,0.2263,6,Detractor,"['login', 'forgot', 'password', 'function', 'system', 'something', 'please', 'told', 'wait', 'version', 'login']",6,Login & Account Setup,NaT,Login & Account Setup,0.0,Difficulty logging in
googlePlay,NaT,"Unable to login or use the forgot password function. System only replied with ""something wrong please try again later"" Now I was told I must wait for the next version of app to be rolled out progressively before I can login. Hopefully won't take too long",1,"Hi Benjamin. We're sorry to hear this. We love to sort this issue quickly for you. Please get in touch with us at help@gxs.com.sg with a screenshot of the error, along with your contact details. Or call us at (+65) 3105 2055. We’ll be happy to help. Thank you.🙏",NaT,0.098,0.061,0.841,0.2263,6,Detractor,"['login', 'forgot', 'password', 'function', 'system', 'something', 'please', 'told', 'wait', 'version', 'login']",6,Login & Account Setup,NaT,Login & Account Setup,11.0,Issues with forgot password function
googlePlay,NaT,"Sorry to have said this, why not this gxbank through by gxbank for worldwide",1,"Hey, Iqbal! We are GXS Bank, currently for Singapore-based users. If you have any feedback, do get in touch with us at help@gxs.com.sg or call us at (+65) 3105 2055. As for GXBank-related queries, you may visit their site and reach out to them directly. 🙏",NaT,0.0,0.091,0.909,-0.0772,5,Detractor,"['sorry', 'gxbank', 'gxbank', 'worldwide']",0,App Responsiveness,NaT,App Responsiveness,29.0,Others
googlePlay,NaT,I don't set. A password in my phone n not allow me to down load this apps,5,"Hi Tony, thank you for your feedback! Just to share, your device is required to be passcode protected to ensure the safety of your account. 🔐 You will be able to access to app once your device is passcode protected to apply for our products and services! 💜",NaT,0.0,0.094,0.906,-0.1695,4,Detractor,"['password', 'phone', 'load', 'apps']",5,Credit card usage,NaT,Credit card usage,5.0,Unable to log in
googlePlay,NaT,When to sign up for the account in last year august. 5 months has pass still waiting. Please help to solve the issue.,2,"Hi Wei Jie! We love your enthusiasm! All GXS Savings Account slots have been taken up for now. We’re working to open new slots as soon as possible. For early access to new slots, register via the GXS app. While you’re here, have you checked out the GXS FlexiLoan yet? We appreciate your patience and can't wait to have you onboard with us! 🚀",NaT,0.254,0.0,0.746,0.7003,9,Promoter,"['sign', 'account', 'year', 'august', 'month', 'pas', 'please', 'help', 'solve', 'issue']",3,Services & Products,NaT,Services & Products,10.0,Technical glitches
googlePlay,NaT,I'm stuck on the singpass page without being able to proceed. All is updated to latest ver.,1,"Hi there. This is not the experience that we’d want you to have. We’d be happy to resolve this issue for you! Kindly contact our hotline at (+65) 3105 2055 or drop us an email at help@gxs.com.sg with your contact info, device model, and a screenshot of your issue so we can take a closer look into this. Thank you.🙏",NaT,0.0,0.111,0.889,-0.25,4,Detractor,"['stuck', 'singpass', 'page', 'proceed']",7,Competition,NaT,Competition,4.0,Difficulty logging in
googlePlay,NaT,I'm stuck on the singpass page without being able to proceed. All is updated to latest ver.,1,"Hi there. This is not the experience that we’d want you to have. We’d be happy to resolve this issue for you! Kindly contact our hotline at (+65) 3105 2055 or drop us an email at help@gxs.com.sg with your contact info, device model, and a screenshot of your issue so we can take a closer look into this. Thank you.🙏",NaT,0.0,0.111,0.889,-0.25,4,Detractor,"['stuck', 'singpass', 'page', 'proceed']",7,Competition,NaT,Competition,13.0,Issues with Singpass
googlePlay,NaT,Love GxS bank. Would it be available on Google Pay as well? 😉,5,Hi WJ! Thank you for your 5 stars review! We have forwarded your feedback to our team. We're continuously working hard to add more features to make your experience better. Thank you for your understanding and support! Have a great day and happy new year! 🙏🤩💜,NaT,0.337,0.075,0.588,0.7096,9,Promoter,"['love', 'bank', 'google']",8,Safety,NaT,,,
googlePlay,NaT,Occasionally getting unable to login error.,3,"Hey Chester, sorry to hear that! Please get in touch with us at help@gxs.com.sg with your contact details or call us at (+65) 3105 2055. We’d be happy to look into this for you. 🙏",NaT,0.0,0.351,0.649,-0.4019,3,Detractor,"['login', 'error']",4,User Interface,NaT,User Interface,2.0,Poor login functionality
googlePlay,NaT,"Buggy app, bad interest rate",1,"Hi Mike! We're sorry to hear about your experience. We're continuously working hard on improving our product offerings. We love to help you resolve the app issue quickly. Kindly drop us an email at help@gxs.com.sg with your contact info, device model, and a screenshot of your issue so we can take a closer look into this. Have a great day! 😊🙏",NaT,0.316,0.368,0.316,-0.128,4,Detractor,"['buggy', 'interest', 'rate']",1,Money Growth (Interest Rates),NaT,Money Growth (Interest Rates),7.0,Buggy app
googlePlay,NaT,I am unable to log in today when i could yesterday. I cant transfer my money out to use. There is no alternative like physical counter or website so my money is stuck when i urgently need my money.,1,Hi there! We are sorry to hear that you are having difficulty transferring your funds. We’d be happy to resolve this issue for you! Kindly contact our hotline at (+65) 3105 2055 or drop us an email at help@gxs.com.sg. 🙏,NaT,0.0,0.149,0.851,-0.6497,1,Detractor,"['today', 'yesterday', 'cant', 'transfer', 'money', 'alternative', 'counter', 'website', 'money', 'stuck', 'need', 'money']",5,Credit card usage,NaT,Credit card usage,6.0,Unable to log in
googlePlay,NaT,What a nonsense app is this??download but say got malware in my hp?and ask me to fix my app?wth?,1,"Hi Aza, we are sorry to hear that you are having difficulty accessing the app. We have enhanced our anti-malware protection and customers will not be able to access the app if there is detection of security vulnerabilities in their device. Please call our hotline so we can assist you better.",NaT,0.0,0.135,0.865,-0.4234,3,Detractor,"['nonsense', 'download', 'malware']",3,Services & Products,NaT,Services & Products,11.0,Technical glitches
googlePlay,NaT,"Your phone cannot be used Lol, which part of my phone have been modified? Nvr root or anything This is something that should not even be released to the public when you can't even get device authentication working UPDATE: So they decided to just close my issue and deemed it as ""resolved"" when it isn't Dont ever use this pos software",1,Hi Swee Seng! We’re sorry to make you feel that way! 🙁 We appreciate your valuable feedback and rest assured that it is an essential part of our continuous improvement process. Please do not hesitate to reach out to us at (+65) 3105 2055 or via our email at help@gxs.com.sg. 🚀,NaT,0.027,0.037,0.936,-0.1611,4,Detractor,"['phone', 'part', 'phone', 'root', 'anything', 'something', 'public', 'device', 'authentication', 'update', 'issue', 'dont', 'software']",7,Competition,NaT,Competition,5.0,Difficulty logging in
googlePlay,NaT,Easy loan and easy payment with no hassle.,5,"Hi Muhd Rashid thank you for your kind words, we are glad our services live up to your expectations.",NaT,0.446,0.169,0.385,0.5574,8,Passive,"['loan', 'payment', 'hassle']",7,Competition,NaT,Competition,19.0,Loan application issues
googlePlay,NaT,Very good digital savings bank account that helps grow our funds.,5,"Hi Suvega! Thank you for your 5-star review! 🤩 We are thrilled to know that you're enjoying our daily interest crediting feature! 🚀 We appreciate you for taking the time to leave your feedback! 🙏
",NaT,0.392,0.0,0.608,0.6997,9,Promoter,"['digital', 'bank', 'account', 'help', 'grow', 'fund']",2,Customer Services,NaT,Customer Services,8.0,Digital savings bank account issues
googlePlay,NaT,"Few months have passed. And we still can't add favourite payee, etc. Can u guy really work on it",1,"Hi Ken! 👋 We have forwarded your feedback regarding the add payee function to the team. We're continuously working hard to add more features to make your experience better. We thank you for your understanding and patience. 🙏
",NaT,0.0,0.0,1.0,0.0,5,Detractor,"['month', 'favourite', 'payee', 'work']",5,Credit card usage,NaT,Credit card usage,15.0,Slow processing and long wait times
googlePlay,NaT,"I not be able to log in GXS bank today after I pay off my 1st outstanding loan. Is there a bug or hack? I hope my $ was offset for the loan. Even even I restart, power on off my phone, after updating the app, I unable to log in. When I log in with fingerprint, keep loading. Pls help.",1,"Hey Peishan, we're sorry to hear about your experience and appreciate you taking the time to share your feedback with us. 🙏 For us to assist you better, please reach out to us via email at help@gxs.com.sg or our 24/7 support hotline at 3105 2055. 👀",NaT,0.16,0.02,0.82,0.8591,10,Promoter,"['bank', 'today', 'loan', 'hack', 'hope', 'offset', 'loan', 'restart', 'power', 'phone', 'fingerprint', 'help']",7,Competition,NaT,Competition,6.0,Difficulty logging in
googlePlay,NaT,"Seriously makes you wonder how grab and singtel took so long to come up with an app and there is no simple things like adding a payee. The debit card was only recently released when trust came up with a proper product more than a year ago with a proper rewards programme. Just like its owners, GXS is a failure.",1,"Hi there. We're sorry to hear about your experience. Thank you for your feedback. We're continuously working hard on improving our product offerings and also adding more features to our app to make your experience better.🙏
",NaT,0.159,0.101,0.74,0.6369,9,Promoter,"['wonder', 'grab', 'singtel', 'simple', 'thing', 'payee', 'debit', 'card', 'trust', 'proper', 'product', 'year', 'proper', 'reward', 'programme', 'owner', 'failure']",3,Services & Products,NaT,Services & Products,12.0,Technical glitches
googlePlay,NaT,"Why do the app ask me to rate on Play Store if my rating on the app is 5, but there was no such questions when I put a 1 rating on the app? It encourages unfair ratings on the Play Store.",1,"Hey, Randy! If you need any help or have any feedback, please feel free to reach out to us at help@gxs.com.sg, and let us know! We’re all ears and would be happy to hear them. This’d allow us to have the opportunity to make things right for you and improve the app experience for all. 😉🙏",NaT,0.164,0.132,0.703,0.1779,6,Detractor,"['rate', 'play', 'store', 'rating', 'question', 'rating', 'unfair', 'rating', 'play', 'store']",3,Services & Products,NaT,Services & Products,13.0,Technical glitches
googlePlay,NaT,"Great interest rates and card spending rebates, and the app is also simple and easy to use.",5,"Thanks for your positive feedback! We're delighted to hear you appreciate our competitive interest rates, card spending rebates, and find our app user-friendly. Your satisfaction is our priority! 🤩",NaT,0.417,0.0,0.583,0.875,10,Promoter,"['interest', 'rate', 'card', 'spending', 'rebate', 'simple']",1,Money Growth (Interest Rates),NaT,Money Growth (Interest Rates),34.0,Others
googlePlay,NaT,"Reminder, please up to date your app for users to activate Gxs debit physical card. Currently facing a small issue with logging in my GXS app & only through the app. + 5 secret digit number to input. All the best to new peeps have same trouble as me.... Cheers.",4,"Hey, Fuse! Our app indeed works best on the latest version as we do continuously improve on bugs, fixes and new updates. If you’re still encountering the issue, do feel free to get in touch with us so that we can take a closer look into it for you. 🙏",NaT,0.186,0.046,0.768,0.802,9,Promoter,"['reminder', 'please', 'date', 'user', 'activate', 'debit', 'card', 'issue', 'secret', 'digit', 'number', 'input', 'peep', 'trouble', 'cheer']",3,Services & Products,NaT,Services & Products,14.0,Technical glitches
googlePlay,NaT,Hang when i want to log in with sing pass,1,"Hi DingJie! We're sorry to hear about your experience. We would love to help you resolve this quickly. Please contact our hotline at (+65) 3105 2055 or drop us an email at help@gxs.com.sg with your contact info, device model, and a screen recording of your issue so we can take a closer look into this. 🙏",NaT,0.126,0.0,0.874,0.0772,5,Detractor,"['hang', 'want', 'pas']",1,Money Growth (Interest Rates),NaT,Money Growth (Interest Rates),8.0,Buggy app
googlePlay,NaT,Hang when i want to log in with sing pass,1,"Hi DingJie! We're sorry to hear about your experience. We would love to help you resolve this quickly. Please contact our hotline at (+65) 3105 2055 or drop us an email at help@gxs.com.sg with your contact info, device model, and a screen recording of your issue so we can take a closer look into this. 🙏",NaT,0.126,0.0,0.874,0.0772,5,Detractor,"['hang', 'want', 'pas']",1,Money Growth (Interest Rates),NaT,Money Growth (Interest Rates),24.0,Difficulties in logging in
googlePlay,NaT,Cannot set up my account in redmi 8T. Reach the email 2FA before I key in the numbers App closed,1,"We're sorry for the hassle you've encountered. While we'd love to swoop in and fix everything right away, it seems like we need a closer look at the mischievous error you're facing. 🙏 Please drop us an email at help@gxs.com.sg with your contact info, device model, and a screen recording of your issue so we can take a closer look into this. 😊",NaT,0.055,0.0,0.945,0.0258,5,Detractor,"['account', 'redmi', 'reach', 'email', 'number']",6,Login & Account Setup,NaT,Login & Account Setup,4.0,Unable to set up account
googlePlay,NaT,Cannot set up my account in redmi 8T. Reach the email 2FA before I key in the numbers App closed,1,"We're sorry for the hassle you've encountered. While we'd love to swoop in and fix everything right away, it seems like we need a closer look at the mischievous error you're facing. 🙏 Please drop us an email at help@gxs.com.sg with your contact info, device model, and a screen recording of your issue so we can take a closer look into this. 😊",NaT,0.055,0.0,0.945,0.0258,5,Detractor,"['account', 'redmi', 'reach', 'email', 'number']",6,Login & Account Setup,NaT,Login & Account Setup,16.0,Inability to use the app on certain devices
googlePlay,NaT,"Easy to use, clear info and rapid yet secure transactions. Highly recommend.",5,"Hey Alvin! We've gotta say, your app-solutely awesome review had us doing a victory dance. 💜 We're glad our GXS app is easy to use and thank you so much for your 5-star review! 🤩",NaT,0.572,0.0,0.428,0.8655,10,Promoter,"['info', 'secure', 'transaction', 'recommend']",7,Competition,NaT,Competition,31.0,Others
googlePlay,NaT,Ease of use and payments,5,"Hey Shaifuddin, you've just made our day with your incredible app-tastic feedback! 🎉 Glad to know that our app is easy to use! 💜",NaT,0.385,0.0,0.615,0.3612,7,Passive,"['ease', 'payment']",3,Services & Products,NaT,,,
googlePlay,NaT,Ease of use and payments,5,"Hey Shaifuddin, you've just made our day with your incredible app-tastic feedback! 🎉 Glad to know that our app is easy to use! 💜",NaT,0.385,0.0,0.615,0.3612,7,Passive,"['ease', 'payment']",8,Safety,NaT,,,
googlePlay,NaT,"Dumbest banking app ever. Get your own people to put 5*, never seen such app before, if you are good then make the app good and give 3.48%",1,"We're sorry to hear you feel that way, Tat Keong. Your feedback matters to us, and we're constantly working on improvements. If you have any specific features in mind, let us know! We'd love to make our app better for you. Thanks for sharing your thoughts.🙏",NaT,0.17,0.097,0.733,0.3612,7,Passive,"['dumbest', 'banking']",9,Customer trust,NaT,Customer trust,13.0,Lack of customer support
googlePlay,NaT,Been waiting since july to open an account.. Remembered that i sign up for early access first time round and was told would be informed once new slots are available for sign up.. As weeks goes by i see that other people were invited to open an account but not me.. Now 4 mths later am trying again and signed up again for early access..,1,"Hi Zam! 💜Thank you for your interest in opening a GXS Savings Account. As of now, slots for the GXS Savings Account have been taken up. We're working to open up new slots as soon as we can. We hope to serve you as soon as we can! 🙏🚀",NaT,0.0,0.0,1.0,0.0,5,Detractor,"['july', 'account', 'sign', 'access', 'time', 'round', 'told', 'slot', 'sign', 'week', 'account', 'access']",3,Services & Products,NaT,Services & Products,15.0,Technical glitches
googlePlay,NaT,Easy & fast approval of loan with reasonable interest rates. GXS is giving other banks a run for their $$$. All the best GXS Bank!,5,"Hi Sajeev! Thank you for your wonderful feedback. Your review made our day! Great to know that you like the app hassle free and fast loan approval and also the interest rates we offer. We work hard to meet expectations like yours, and we’re happy to hear we hit the mark for you.🙏🤩💜",NaT,0.443,0.0,0.557,0.9422,10,Promoter,"['fast', 'approval', 'loan', 'interest', 'rate', 'bank', 'bank']",0,App Responsiveness,NaT,,,
googlePlay,NaT,Easy & fast approval of loan with reasonable interest rates. GXS is giving other banks a run for their $$$. All the best GXS Bank!,5,"Hi Sajeev! Thank you for your wonderful feedback. Your review made our day! Great to know that you like the app hassle free and fast loan approval and also the interest rates we offer. We work hard to meet expectations like yours, and we’re happy to hear we hit the mark for you.🙏🤩💜",NaT,0.443,0.0,0.557,0.9422,10,Promoter,"['fast', 'approval', 'loan', 'interest', 'rate', 'bank', 'bank']",1,Money Growth (Interest Rates),NaT,,,
googlePlay,NaT,Great bank..Good interest rate,5,Hi Eric! We appreciate your 5 stars review. We are thrilled to know that you like the interest rate we offer for our account! Thanks for taking the time to leave your feedback! We strive to serve you better! 🙏 💜 🚀,NaT,0.78,0.0,0.22,0.7964,9,Promoter,"['bank', 'interest', 'rate']",1,Money Growth (Interest Rates),NaT,Money Growth (Interest Rates),37.0,Others
googlePlay,NaT,Super efficient 👍,5,"Hey Raihanah! Thank you for your 5 stars review. We work hard to meet expectations like yours, and we’re happy to hear we hit the mark for you.🙏🤩 Thank you for your support and please keep using the GXS app! 💜",NaT,0.77,0.0,0.23,0.7717,9,Promoter,"['super', 'efficient']",9,Customer trust,NaT,,,
googlePlay,NaT,Almost perfect; I want to transfer via bank account number but they do no allow me to save the bank details so I'm stuck twitch manually entering the details everytime when I need to do transfer which can be prone to human error.,4,"Thank you for sharing your suggestion with us, Brendan.💜 While we do not have that feature for now, rest assured that this is captured as part of our continuous improvement process.🚀",NaT,0.163,0.159,0.677,-0.201,4,Detractor,"['perfect', 'want', 'transfer', 'bank', 'account', 'number', 'bank', 'detail', 'stuck', 'twitch', 'detail', 'everytime', 'need', 'transfer', 'prone', 'human', 'error']",0,App Responsiveness,NaT,App Responsiveness,14.0,Lack of certain features such as bank transfer
googlePlay,NaT,Worst rate you will ever find. Bank interest are much more forgiving. This app calculate and told me about 8.5% Per/annum. Total outrageous. That's close to ah long rate . Horrible horrible. Straight away uninstalled,1,Hey there! Thank you for your feedback and we’re sorry to make you feel this way. 🙏 Please feel free to contact us via our 24/7 hotline at (+65) 3105 2055 so that we can address your concerns directly. We're all ears. 💜,NaT,0.16,0.285,0.555,-0.8074,1,Detractor,"['rate', 'bank', 'interest', 'calculate', 'told', 'annum', 'rate', 'straight']",1,Money Growth (Interest Rates),NaT,Money Growth (Interest Rates),3.0,Low interest rate
googlePlay,NaT,I hope the GXS Bank can given the interest 10% p.a as deposit $1 into the saving account as a free gift .,3,"Thanks for sharing your suggestion with us, John.❤ We appreciate your support, and do stay tuned to our social media for more exciting news! 🚀🙏",NaT,0.389,0.0,0.611,0.9022,10,Promoter,"['hope', 'bank', 'interest', 'deposit', 'account', 'gift']",4,User Interface,NaT,User Interface,10.0,Issues with interest rates
googlePlay,NaT,False advertising of rates.,1,Hi Gilbert! Thank you for bringing this to our attention. We apologize if you found our rates to be misleading. We take feedback seriously and are committed to further improvement. Please contact our support team hotline at (+65) 3105 2055 so that we can address your concerns directly. We're here 24/7. Thank you! 🙏,NaT,0.0,0.0,1.0,0.0,5,Detractor,"['advertising', 'rate']",1,Money Growth (Interest Rates),NaT,,,
