dataFrom,date,review,clean_review,Topic,key,Positive Score,Negative Score,Neutral Score,Compound Score,nps_indiv,nps_category,rating,extracted_devresp,devresp_time
appStore,2022-12-07,J got recommended to try out this app by a fren and i love it! It’s convenient and easy to use and i can see myself committing to this in the long term! :),"['love', 'convenient', 'term']",Customer trust,Unable to cancel delete personal details,0.322,0.0,0.678,0.915,10,Promoter,5,"Happy to hear that you have been enjoying the GXS experience, Koko! Have an awesome day! 💜 ",2022-12-09T07:02:54Z
appStore,2022-12-07,J got recommended to try out this app by a fren and i love it! It’s convenient and easy to use and i can see myself committing to this in the long term! :),"['love', 'convenient', 'term']",Customer trust,Misleading advertising,0.322,0.0,0.678,0.915,10,Promoter,5,"Happy to hear that you have been enjoying the GXS experience, Koko! Have an awesome day! 💜 ",2022-12-09T07:02:54Z
appStore,2022-12-07,J got recommended to try out this app by a fren and i love it! It’s convenient and easy to use and i can see myself committing to this in the long term! :),"['love', 'convenient', 'term']",Customer trust,Issues with Flexiloan,0.322,0.0,0.678,0.915,10,Promoter,5,"Happy to hear that you have been enjoying the GXS experience, Koko! Have an awesome day! 💜 ",2022-12-09T07:02:54Z
appStore,2022-12-07,J got recommended to try out this app by a fren and i love it! It’s convenient and easy to use and i can see myself committing to this in the long term! :),"['love', 'convenient', 'term']",Customer trust,Lack of customer support,0.322,0.0,0.678,0.915,10,Promoter,5,"Happy to hear that you have been enjoying the GXS experience, Koko! Have an awesome day! 💜 ",2022-12-09T07:02:54Z
appStore,2022-12-07,J got recommended to try out this app by a fren and i love it! It’s convenient and easy to use and i can see myself committing to this in the long term! :),"['love', 'convenient', 'term']",Customer trust,Unclear error messages,0.322,0.0,0.678,0.915,10,Promoter,5,"Happy to hear that you have been enjoying the GXS experience, Koko! Have an awesome day! 💜 ",2022-12-09T07:02:54Z
appStore,2022-12-07,J got recommended to try out this app by a fren and i love it! It’s convenient and easy to use and i can see myself committing to this in the long term! :),"['love', 'convenient', 'term']",Customer trust,Limited attempts to use the app,0.322,0.0,0.678,0.915,10,Promoter,5,"Happy to hear that you have been enjoying the GXS experience, Koko! Have an awesome day! 💜 ",2022-12-09T07:02:54Z
appStore,2022-12-07,J got recommended to try out this app by a fren and i love it! It’s convenient and easy to use and i can see myself committing to this in the long term! :),"['love', 'convenient', 'term']",Customer trust,Difficulty registering and depositing,0.322,0.0,0.678,0.915,10,Promoter,5,"Happy to hear that you have been enjoying the GXS experience, Koko! Have an awesome day! 💜 ",2022-12-09T07:02:54Z
appStore,2022-12-07,J got recommended to try out this app by a fren and i love it! It’s convenient and easy to use and i can see myself committing to this in the long term! :),"['love', 'convenient', 'term']",Customer trust,Confusing interface,0.322,0.0,0.678,0.915,10,Promoter,5,"Happy to hear that you have been enjoying the GXS experience, Koko! Have an awesome day! 💜 ",2022-12-09T07:02:54Z
appStore,2022-12-07,J got recommended to try out this app by a fren and i love it! It’s convenient and easy to use and i can see myself committing to this in the long term! :),"['love', 'convenient', 'term']",Customer trust,Limited features,0.322,0.0,0.678,0.915,10,Promoter,5,"Happy to hear that you have been enjoying the GXS experience, Koko! Have an awesome day! 💜 ",2022-12-09T07:02:54Z
appStore,2022-12-07,J got recommended to try out this app by a fren and i love it! It’s convenient and easy to use and i can see myself committing to this in the long term! :),"['love', 'convenient', 'term']",Customer trust,Others,0.322,0.0,0.678,0.915,10,Promoter,5,"Happy to hear that you have been enjoying the GXS experience, Koko! Have an awesome day! 💜 ",2022-12-09T07:02:54Z
appStore,2022-12-07,the app is easy to navigate and the UI/UX is excellent. I love the saving pockets and the good interest rates! definitely worth the wait and has a lot of potential 👍🏼,"['navigate', 'excellent', 'love', 'pocket', 'interest', 'rate', 'worth', 'wait']",Login & Account Setup,Difficulty logging in,0.427,0.0,0.573,0.9665,10,Promoter,5,"We are glad you have been enjoying the GXS experience on our app so far. Keep using the app, and let us know if you have other suggestions or feedback. Have a great week ahead!",2022-12-09T07:07:01Z
appStore,2022-12-07,the app is easy to navigate and the UI/UX is excellent. I love the saving pockets and the good interest rates! definitely worth the wait and has a lot of potential 👍🏼,"['navigate', 'excellent', 'love', 'pocket', 'interest', 'rate', 'worth', 'wait']",Login & Account Setup,Unable to set up account,0.427,0.0,0.573,0.9665,10,Promoter,5,"We are glad you have been enjoying the GXS experience on our app so far. Keep using the app, and let us know if you have other suggestions or feedback. Have a great week ahead!",2022-12-09T07:07:01Z
appStore,2022-12-07,the app is easy to navigate and the UI/UX is excellent. I love the saving pockets and the good interest rates! definitely worth the wait and has a lot of potential 👍🏼,"['navigate', 'excellent', 'love', 'pocket', 'interest', 'rate', 'worth', 'wait']",Login & Account Setup,Poor customer support,0.427,0.0,0.573,0.9665,10,Promoter,5,"We are glad you have been enjoying the GXS experience on our app so far. Keep using the app, and let us know if you have other suggestions or feedback. Have a great week ahead!",2022-12-09T07:07:01Z
appStore,2022-12-07,the app is easy to navigate and the UI/UX is excellent. I love the saving pockets and the good interest rates! definitely worth the wait and has a lot of potential 👍🏼,"['navigate', 'excellent', 'love', 'pocket', 'interest', 'rate', 'worth', 'wait']",Login & Account Setup,Buggy app,0.427,0.0,0.573,0.9665,10,Promoter,5,"We are glad you have been enjoying the GXS experience on our app so far. Keep using the app, and let us know if you have other suggestions or feedback. Have a great week ahead!",2022-12-09T07:07:01Z
appStore,2022-12-07,the app is easy to navigate and the UI/UX is excellent. I love the saving pockets and the good interest rates! definitely worth the wait and has a lot of potential 👍🏼,"['navigate', 'excellent', 'love', 'pocket', 'interest', 'rate', 'worth', 'wait']",Login & Account Setup,Issues with forgot password function,0.427,0.0,0.573,0.9665,10,Promoter,5,"We are glad you have been enjoying the GXS experience on our app so far. Keep using the app, and let us know if you have other suggestions or feedback. Have a great week ahead!",2022-12-09T07:07:01Z
appStore,2022-12-07,the app is easy to navigate and the UI/UX is excellent. I love the saving pockets and the good interest rates! definitely worth the wait and has a lot of potential 👍🏼,"['navigate', 'excellent', 'love', 'pocket', 'interest', 'rate', 'worth', 'wait']",Login & Account Setup,Frustration with error messages,0.427,0.0,0.573,0.9665,10,Promoter,5,"We are glad you have been enjoying the GXS experience on our app so far. Keep using the app, and let us know if you have other suggestions or feedback. Have a great week ahead!",2022-12-09T07:07:01Z
appStore,2022-12-07,the app is easy to navigate and the UI/UX is excellent. I love the saving pockets and the good interest rates! definitely worth the wait and has a lot of potential 👍🏼,"['navigate', 'excellent', 'love', 'pocket', 'interest', 'rate', 'worth', 'wait']",Login & Account Setup,Singpass registration issues,0.427,0.0,0.573,0.9665,10,Promoter,5,"We are glad you have been enjoying the GXS experience on our app so far. Keep using the app, and let us know if you have other suggestions or feedback. Have a great week ahead!",2022-12-09T07:07:01Z
appStore,2022-12-07,the app is easy to navigate and the UI/UX is excellent. I love the saving pockets and the good interest rates! definitely worth the wait and has a lot of potential 👍🏼,"['navigate', 'excellent', 'love', 'pocket', 'interest', 'rate', 'worth', 'wait']",Login & Account Setup,Inability to use the app on certain devices,0.427,0.0,0.573,0.9665,10,Promoter,5,"We are glad you have been enjoying the GXS experience on our app so far. Keep using the app, and let us know if you have other suggestions or feedback. Have a great week ahead!",2022-12-09T07:07:01Z
appStore,2022-12-07,the app is easy to navigate and the UI/UX is excellent. I love the saving pockets and the good interest rates! definitely worth the wait and has a lot of potential 👍🏼,"['navigate', 'excellent', 'love', 'pocket', 'interest', 'rate', 'worth', 'wait']",Login & Account Setup,Delayed email responses,0.427,0.0,0.573,0.9665,10,Promoter,5,"We are glad you have been enjoying the GXS experience on our app so far. Keep using the app, and let us know if you have other suggestions or feedback. Have a great week ahead!",2022-12-09T07:07:01Z
appStore,2022-12-07,the app is easy to navigate and the UI/UX is excellent. I love the saving pockets and the good interest rates! definitely worth the wait and has a lot of potential 👍🏼,"['navigate', 'excellent', 'love', 'pocket', 'interest', 'rate', 'worth', 'wait']",Login & Account Setup,Lack of readiness for users,0.427,0.0,0.573,0.9665,10,Promoter,5,"We are glad you have been enjoying the GXS experience on our app so far. Keep using the app, and let us know if you have other suggestions or feedback. Have a great week ahead!",2022-12-09T07:07:01Z
appStore,2022-12-07,the app is easy to navigate and the UI/UX is excellent. I love the saving pockets and the good interest rates! definitely worth the wait and has a lot of potential 👍🏼,"['navigate', 'excellent', 'love', 'pocket', 'interest', 'rate', 'worth', 'wait']",Login & Account Setup,Others,0.427,0.0,0.573,0.9665,10,Promoter,5,"We are glad you have been enjoying the GXS experience on our app so far. Keep using the app, and let us know if you have other suggestions or feedback. Have a great week ahead!",2022-12-09T07:07:01Z
appStore,2022-12-09,My fav feature is the saving pockets can't wait to build my savings with the good interest rates. amazing user interface!,"['feature', 'pocket', 'wait', 'build', 'interest', 'rate', 'user', 'interface']",,,0.433,0.0,0.567,0.9184,10,Promoter,5,"Hi tloh001, we are happy that you like our awesome app interface and Saving Pockets feature! 🤩We strive to give our customers the best app experience and attractive interest rates.🚀Thank you very much for your 5 stars review! Your support and voice are very important to us. Keep using our app. 💜 ",2022-12-10T08:01:46Z
appStore,2022-09-06,Downloaded the app but doesnt seem to be able to sign up and got asked to stay tune after giving my phone number. I cant see the screens as presented in the app store. What is going on?,"['doesnt', 'seem', 'sign', 'stay', 'tune', 'phone', 'number', 'cant', 'screen', 'store']",Credit card usage,Inability to save money,0.112,0.0,0.888,0.5499,8,Promoter,2,Hi there! We're inviting customers progressively to make sure that everything is well built for the best experience possible. Thanks for your patience! 🙏 ,2022-09-08T01:14:40Z
appStore,2022-09-06,Downloaded the app but doesnt seem to be able to sign up and got asked to stay tune after giving my phone number. I cant see the screens as presented in the app store. What is going on?,"['doesnt', 'seem', 'sign', 'stay', 'tune', 'phone', 'number', 'cant', 'screen', 'store']",Credit card usage,App downloaded but not working,0.112,0.0,0.888,0.5499,8,Promoter,2,Hi there! We're inviting customers progressively to make sure that everything is well built for the best experience possible. Thanks for your patience! 🙏 ,2022-09-08T01:14:40Z
appStore,2022-09-06,Downloaded the app but doesnt seem to be able to sign up and got asked to stay tune after giving my phone number. I cant see the screens as presented in the app store. What is going on?,"['doesnt', 'seem', 'sign', 'stay', 'tune', 'phone', 'number', 'cant', 'screen', 'store']",Credit card usage,Fast transactions and good app design,0.112,0.0,0.888,0.5499,8,Promoter,2,Hi there! We're inviting customers progressively to make sure that everything is well built for the best experience possible. Thanks for your patience! 🙏 ,2022-09-08T01:14:40Z
appStore,2022-09-06,Downloaded the app but doesnt seem to be able to sign up and got asked to stay tune after giving my phone number. I cant see the screens as presented in the app store. What is going on?,"['doesnt', 'seem', 'sign', 'stay', 'tune', 'phone', 'number', 'cant', 'screen', 'store']",Credit card usage,Incorrect income extraction from SingPass,0.112,0.0,0.888,0.5499,8,Promoter,2,Hi there! We're inviting customers progressively to make sure that everything is well built for the best experience possible. Thanks for your patience! 🙏 ,2022-09-08T01:14:40Z
appStore,2022-09-06,Downloaded the app but doesnt seem to be able to sign up and got asked to stay tune after giving my phone number. I cant see the screens as presented in the app store. What is going on?,"['doesnt', 'seem', 'sign', 'stay', 'tune', 'phone', 'number', 'cant', 'screen', 'store']",Credit card usage,Unable to log in,0.112,0.0,0.888,0.5499,8,Promoter,2,Hi there! We're inviting customers progressively to make sure that everything is well built for the best experience possible. Thanks for your patience! 🙏 ,2022-09-08T01:14:40Z
appStore,2022-09-06,Downloaded the app but doesnt seem to be able to sign up and got asked to stay tune after giving my phone number. I cant see the screens as presented in the app store. What is going on?,"['doesnt', 'seem', 'sign', 'stay', 'tune', 'phone', 'number', 'cant', 'screen', 'store']",Credit card usage,Delay in account activation,0.112,0.0,0.888,0.5499,8,Promoter,2,Hi there! We're inviting customers progressively to make sure that everything is well built for the best experience possible. Thanks for your patience! 🙏 ,2022-09-08T01:14:40Z
appStore,2022-09-06,Downloaded the app but doesnt seem to be able to sign up and got asked to stay tune after giving my phone number. I cant see the screens as presented in the app store. What is going on?,"['doesnt', 'seem', 'sign', 'stay', 'tune', 'phone', 'number', 'cant', 'screen', 'store']",Credit card usage,Inability to add payees,0.112,0.0,0.888,0.5499,8,Promoter,2,Hi there! We're inviting customers progressively to make sure that everything is well built for the best experience possible. Thanks for your patience! 🙏 ,2022-09-08T01:14:40Z
appStore,2022-09-06,Downloaded the app but doesnt seem to be able to sign up and got asked to stay tune after giving my phone number. I cant see the screens as presented in the app store. What is going on?,"['doesnt', 'seem', 'sign', 'stay', 'tune', 'phone', 'number', 'cant', 'screen', 'store']",Credit card usage,Slow processing and long wait times,0.112,0.0,0.888,0.5499,8,Promoter,2,Hi there! We're inviting customers progressively to make sure that everything is well built for the best experience possible. Thanks for your patience! 🙏 ,2022-09-08T01:14:40Z
appStore,2022-09-06,Downloaded the app but doesnt seem to be able to sign up and got asked to stay tune after giving my phone number. I cant see the screens as presented in the app store. What is going on?,"['doesnt', 'seem', 'sign', 'stay', 'tune', 'phone', 'number', 'cant', 'screen', 'store']",Credit card usage,App loading issues,0.112,0.0,0.888,0.5499,8,Promoter,2,Hi there! We're inviting customers progressively to make sure that everything is well built for the best experience possible. Thanks for your patience! 🙏 ,2022-09-08T01:14:40Z
appStore,2022-09-06,Downloaded the app but doesnt seem to be able to sign up and got asked to stay tune after giving my phone number. I cant see the screens as presented in the app store. What is going on?,"['doesnt', 'seem', 'sign', 'stay', 'tune', 'phone', 'number', 'cant', 'screen', 'store']",Credit card usage,Lack of security,0.112,0.0,0.888,0.5499,8,Promoter,2,Hi there! We're inviting customers progressively to make sure that everything is well built for the best experience possible. Thanks for your patience! 🙏 ,2022-09-08T01:14:40Z
appStore,2022-09-06,Downloaded the app but doesnt seem to be able to sign up and got asked to stay tune after giving my phone number. I cant see the screens as presented in the app store. What is going on?,"['doesnt', 'seem', 'sign', 'stay', 'tune', 'phone', 'number', 'cant', 'screen', 'store']",Credit card usage,Poor app functionality,0.112,0.0,0.888,0.5499,8,Promoter,2,Hi there! We're inviting customers progressively to make sure that everything is well built for the best experience possible. Thanks for your patience! 🙏 ,2022-09-08T01:14:40Z
appStore,2022-09-06,Downloaded the app but doesnt seem to be able to sign up and got asked to stay tune after giving my phone number. I cant see the screens as presented in the app store. What is going on?,"['doesnt', 'seem', 'sign', 'stay', 'tune', 'phone', 'number', 'cant', 'screen', 'store']",Credit card usage,Deceiving the public,0.112,0.0,0.888,0.5499,8,Promoter,2,Hi there! We're inviting customers progressively to make sure that everything is well built for the best experience possible. Thanks for your patience! 🙏 ,2022-09-08T01:14:40Z
appStore,2022-09-06,Downloaded the app but doesnt seem to be able to sign up and got asked to stay tune after giving my phone number. I cant see the screens as presented in the app store. What is going on?,"['doesnt', 'seem', 'sign', 'stay', 'tune', 'phone', 'number', 'cant', 'screen', 'store']",Credit card usage,No option to add payees,0.112,0.0,0.888,0.5499,8,Promoter,2,Hi there! We're inviting customers progressively to make sure that everything is well built for the best experience possible. Thanks for your patience! 🙏 ,2022-09-08T01:14:40Z
appStore,2022-09-06,Downloaded the app but doesnt seem to be able to sign up and got asked to stay tune after giving my phone number. I cant see the screens as presented in the app store. What is going on?,"['doesnt', 'seem', 'sign', 'stay', 'tune', 'phone', 'number', 'cant', 'screen', 'store']",Credit card usage,Insecure app,0.112,0.0,0.888,0.5499,8,Promoter,2,Hi there! We're inviting customers progressively to make sure that everything is well built for the best experience possible. Thanks for your patience! 🙏 ,2022-09-08T01:14:40Z
appStore,2022-09-06,Downloaded the app but doesnt seem to be able to sign up and got asked to stay tune after giving my phone number. I cant see the screens as presented in the app store. What is going on?,"['doesnt', 'seem', 'sign', 'stay', 'tune', 'phone', 'number', 'cant', 'screen', 'store']",Credit card usage,Doesn t work on phone,0.112,0.0,0.888,0.5499,8,Promoter,2,Hi there! We're inviting customers progressively to make sure that everything is well built for the best experience possible. Thanks for your patience! 🙏 ,2022-09-08T01:14:40Z
appStore,2022-09-06,Downloaded the app but doesnt seem to be able to sign up and got asked to stay tune after giving my phone number. I cant see the screens as presented in the app store. What is going on?,"['doesnt', 'seem', 'sign', 'stay', 'tune', 'phone', 'number', 'cant', 'screen', 'store']",Credit card usage,Slow registration process with SingPass,0.112,0.0,0.888,0.5499,8,Promoter,2,Hi there! We're inviting customers progressively to make sure that everything is well built for the best experience possible. Thanks for your patience! 🙏 ,2022-09-08T01:14:40Z
appStore,2022-09-06,Downloaded the app but doesnt seem to be able to sign up and got asked to stay tune after giving my phone number. I cant see the screens as presented in the app store. What is going on?,"['doesnt', 'seem', 'sign', 'stay', 'tune', 'phone', 'number', 'cant', 'screen', 'store']",Credit card usage,Others,0.112,0.0,0.888,0.5499,8,Promoter,2,Hi there! We're inviting customers progressively to make sure that everything is well built for the best experience possible. Thanks for your patience! 🙏 ,2022-09-08T01:14:40Z
appStore,2023-11-21,Very easy to navigate and super fluid UI. Lovely bank and recommended everyone to join with ease of mind.,"['navigate', 'super', 'fluid', 'bank', 'everyone', 'join', 'ease', 'mind']",Safety,Seamless integration not available on iPad,0.572,0.0,0.428,0.9468,10,Promoter,5,,
appStore,2023-11-21,Very easy to navigate and super fluid UI. Lovely bank and recommended everyone to join with ease of mind.,"['navigate', 'super', 'fluid', 'bank', 'everyone', 'join', 'ease', 'mind']",Safety,Difficulty opening app,0.572,0.0,0.428,0.9468,10,Promoter,5,,
appStore,2023-11-21,Very easy to navigate and super fluid UI. Lovely bank and recommended everyone to join with ease of mind.,"['navigate', 'super', 'fluid', 'bank', 'everyone', 'join', 'ease', 'mind']",Safety,Unclear purpose of app,0.572,0.0,0.428,0.9468,10,Promoter,5,,
appStore,2023-11-21,Very easy to navigate and super fluid UI. Lovely bank and recommended everyone to join with ease of mind.,"['navigate', 'super', 'fluid', 'bank', 'everyone', 'join', 'ease', 'mind']",Safety,Issues with Singpass details,0.572,0.0,0.428,0.9468,10,Promoter,5,,
appStore,2023-11-21,Very easy to navigate and super fluid UI. Lovely bank and recommended everyone to join with ease of mind.,"['navigate', 'super', 'fluid', 'bank', 'everyone', 'join', 'ease', 'mind']",Safety,Overlapping wording,0.572,0.0,0.428,0.9468,10,Promoter,5,,
appStore,2023-11-21,Very easy to navigate and super fluid UI. Lovely bank and recommended everyone to join with ease of mind.,"['navigate', 'super', 'fluid', 'bank', 'everyone', 'join', 'ease', 'mind']",Safety,Poor interface design on mobile,0.572,0.0,0.428,0.9468,10,Promoter,5,,
appStore,2023-11-21,Very easy to navigate and super fluid UI. Lovely bank and recommended everyone to join with ease of mind.,"['navigate', 'super', 'fluid', 'bank', 'everyone', 'join', 'ease', 'mind']",Safety,Difficulty raising deposit cap,0.572,0.0,0.428,0.9468,10,Promoter,5,,
appStore,2023-11-21,Very easy to navigate and super fluid UI. Lovely bank and recommended everyone to join with ease of mind.,"['navigate', 'super', 'fluid', 'bank', 'everyone', 'join', 'ease', 'mind']",Safety,Time wasting verification process,0.572,0.0,0.428,0.9468,10,Promoter,5,,
appStore,2023-11-21,Very easy to navigate and super fluid UI. Lovely bank and recommended everyone to join with ease of mind.,"['navigate', 'super', 'fluid', 'bank', 'everyone', 'join', 'ease', 'mind']",Safety,Lack of availability on Google Play Store,0.572,0.0,0.428,0.9468,10,Promoter,5,,
appStore,2023-11-21,Very easy to navigate and super fluid UI. Lovely bank and recommended everyone to join with ease of mind.,"['navigate', 'super', 'fluid', 'bank', 'everyone', 'join', 'ease', 'mind']",Safety,Inability to delete fake accounts,0.572,0.0,0.428,0.9468,10,Promoter,5,,
appStore,2023-11-21,Very easy to navigate and super fluid UI. Lovely bank and recommended everyone to join with ease of mind.,"['navigate', 'super', 'fluid', 'bank', 'everyone', 'join', 'ease', 'mind']",Safety,Confusing account creation process,0.572,0.0,0.428,0.9468,10,Promoter,5,,
appStore,2023-11-21,Very easy to navigate and super fluid UI. Lovely bank and recommended everyone to join with ease of mind.,"['navigate', 'super', 'fluid', 'bank', 'everyone', 'join', 'ease', 'mind']",Safety,Difficulty reducing transaction amounts,0.572,0.0,0.428,0.9468,10,Promoter,5,,
appStore,2023-11-21,Very easy to navigate and super fluid UI. Lovely bank and recommended everyone to join with ease of mind.,"['navigate', 'super', 'fluid', 'bank', 'everyone', 'join', 'ease', 'mind']",Safety,No option to increase transaction amounts,0.572,0.0,0.428,0.9468,10,Promoter,5,,
appStore,2023-11-21,Very easy to navigate and super fluid UI. Lovely bank and recommended everyone to join with ease of mind.,"['navigate', 'super', 'fluid', 'bank', 'everyone', 'join', 'ease', 'mind']",Safety,Poor customer service compared to banks,0.572,0.0,0.428,0.9468,10,Promoter,5,,
appStore,2023-11-21,Very easy to navigate and super fluid UI. Lovely bank and recommended everyone to join with ease of mind.,"['navigate', 'super', 'fluid', 'bank', 'everyone', 'join', 'ease', 'mind']",Safety,Issues with user interface,0.572,0.0,0.428,0.9468,10,Promoter,5,,
appStore,2023-11-21,Very easy to navigate and super fluid UI. Lovely bank and recommended everyone to join with ease of mind.,"['navigate', 'super', 'fluid', 'bank', 'everyone', 'join', 'ease', 'mind']",Safety,Difficulty paying before due date,0.572,0.0,0.428,0.9468,10,Promoter,5,,
appStore,2023-11-21,Very easy to navigate and super fluid UI. Lovely bank and recommended everyone to join with ease of mind.,"['navigate', 'super', 'fluid', 'bank', 'everyone', 'join', 'ease', 'mind']",Safety,Blank screen issue,0.572,0.0,0.428,0.9468,10,Promoter,5,,
appStore,2023-11-21,Very easy to navigate and super fluid UI. Lovely bank and recommended everyone to join with ease of mind.,"['navigate', 'super', 'fluid', 'bank', 'everyone', 'join', 'ease', 'mind']",Safety,Color scheme appreciated,0.572,0.0,0.428,0.9468,10,Promoter,5,,
appStore,2023-11-21,Very easy to navigate and super fluid UI. Lovely bank and recommended everyone to join with ease of mind.,"['navigate', 'super', 'fluid', 'bank', 'everyone', 'join', 'ease', 'mind']",Safety,Invite requested,0.572,0.0,0.428,0.9468,10,Promoter,5,,
appStore,2023-11-21,Very easy to navigate and super fluid UI. Lovely bank and recommended everyone to join with ease of mind.,"['navigate', 'super', 'fluid', 'bank', 'everyone', 'join', 'ease', 'mind']",Safety,Difficulty with pull down refresh,0.572,0.0,0.428,0.9468,10,Promoter,5,,
appStore,2023-11-21,Very easy to navigate and super fluid UI. Lovely bank and recommended everyone to join with ease of mind.,"['navigate', 'super', 'fluid', 'bank', 'everyone', 'join', 'ease', 'mind']",Safety,Others,0.572,0.0,0.428,0.9468,10,Promoter,5,,
appStore,2022-10-04,No more long waits and tons of paperwork to open a bank account. Looking forward to how GXS can generate a stronger value proposition for consumers.,"['wait', 'ton', 'paperwork', 'bank', 'account', 'generate', 'value', 'proposition', 'consumer']",Credit card usage,Inability to save money,0.166,0.073,0.762,0.4215,7,Passive,5,Hi there! We aim to create a better banking experience for everyone. A win for us is when banking is a win for you. We can't wait to get everyone onboard our revolution! 🚀,2022-10-06T01:55:09Z
appStore,2022-10-04,No more long waits and tons of paperwork to open a bank account. Looking forward to how GXS can generate a stronger value proposition for consumers.,"['wait', 'ton', 'paperwork', 'bank', 'account', 'generate', 'value', 'proposition', 'consumer']",Credit card usage,App downloaded but not working,0.166,0.073,0.762,0.4215,7,Passive,5,Hi there! We aim to create a better banking experience for everyone. A win for us is when banking is a win for you. We can't wait to get everyone onboard our revolution! 🚀,2022-10-06T01:55:09Z
appStore,2022-10-04,No more long waits and tons of paperwork to open a bank account. Looking forward to how GXS can generate a stronger value proposition for consumers.,"['wait', 'ton', 'paperwork', 'bank', 'account', 'generate', 'value', 'proposition', 'consumer']",Credit card usage,Fast transactions and good app design,0.166,0.073,0.762,0.4215,7,Passive,5,Hi there! We aim to create a better banking experience for everyone. A win for us is when banking is a win for you. We can't wait to get everyone onboard our revolution! 🚀,2022-10-06T01:55:09Z
appStore,2022-10-04,No more long waits and tons of paperwork to open a bank account. Looking forward to how GXS can generate a stronger value proposition for consumers.,"['wait', 'ton', 'paperwork', 'bank', 'account', 'generate', 'value', 'proposition', 'consumer']",Credit card usage,Incorrect income extraction from SingPass,0.166,0.073,0.762,0.4215,7,Passive,5,Hi there! We aim to create a better banking experience for everyone. A win for us is when banking is a win for you. We can't wait to get everyone onboard our revolution! 🚀,2022-10-06T01:55:09Z
appStore,2022-10-04,No more long waits and tons of paperwork to open a bank account. Looking forward to how GXS can generate a stronger value proposition for consumers.,"['wait', 'ton', 'paperwork', 'bank', 'account', 'generate', 'value', 'proposition', 'consumer']",Credit card usage,Unable to log in,0.166,0.073,0.762,0.4215,7,Passive,5,Hi there! We aim to create a better banking experience for everyone. A win for us is when banking is a win for you. We can't wait to get everyone onboard our revolution! 🚀,2022-10-06T01:55:09Z
appStore,2022-10-04,No more long waits and tons of paperwork to open a bank account. Looking forward to how GXS can generate a stronger value proposition for consumers.,"['wait', 'ton', 'paperwork', 'bank', 'account', 'generate', 'value', 'proposition', 'consumer']",Credit card usage,Delay in account activation,0.166,0.073,0.762,0.4215,7,Passive,5,Hi there! We aim to create a better banking experience for everyone. A win for us is when banking is a win for you. We can't wait to get everyone onboard our revolution! 🚀,2022-10-06T01:55:09Z
appStore,2022-10-04,No more long waits and tons of paperwork to open a bank account. Looking forward to how GXS can generate a stronger value proposition for consumers.,"['wait', 'ton', 'paperwork', 'bank', 'account', 'generate', 'value', 'proposition', 'consumer']",Credit card usage,Inability to add payees,0.166,0.073,0.762,0.4215,7,Passive,5,Hi there! We aim to create a better banking experience for everyone. A win for us is when banking is a win for you. We can't wait to get everyone onboard our revolution! 🚀,2022-10-06T01:55:09Z
appStore,2022-10-04,No more long waits and tons of paperwork to open a bank account. Looking forward to how GXS can generate a stronger value proposition for consumers.,"['wait', 'ton', 'paperwork', 'bank', 'account', 'generate', 'value', 'proposition', 'consumer']",Credit card usage,Slow processing and long wait times,0.166,0.073,0.762,0.4215,7,Passive,5,Hi there! We aim to create a better banking experience for everyone. A win for us is when banking is a win for you. We can't wait to get everyone onboard our revolution! 🚀,2022-10-06T01:55:09Z
appStore,2022-10-04,No more long waits and tons of paperwork to open a bank account. Looking forward to how GXS can generate a stronger value proposition for consumers.,"['wait', 'ton', 'paperwork', 'bank', 'account', 'generate', 'value', 'proposition', 'consumer']",Credit card usage,App loading issues,0.166,0.073,0.762,0.4215,7,Passive,5,Hi there! We aim to create a better banking experience for everyone. A win for us is when banking is a win for you. We can't wait to get everyone onboard our revolution! 🚀,2022-10-06T01:55:09Z
appStore,2022-10-04,No more long waits and tons of paperwork to open a bank account. Looking forward to how GXS can generate a stronger value proposition for consumers.,"['wait', 'ton', 'paperwork', 'bank', 'account', 'generate', 'value', 'proposition', 'consumer']",Credit card usage,Lack of security,0.166,0.073,0.762,0.4215,7,Passive,5,Hi there! We aim to create a better banking experience for everyone. A win for us is when banking is a win for you. We can't wait to get everyone onboard our revolution! 🚀,2022-10-06T01:55:09Z
appStore,2022-10-04,No more long waits and tons of paperwork to open a bank account. Looking forward to how GXS can generate a stronger value proposition for consumers.,"['wait', 'ton', 'paperwork', 'bank', 'account', 'generate', 'value', 'proposition', 'consumer']",Credit card usage,Poor app functionality,0.166,0.073,0.762,0.4215,7,Passive,5,Hi there! We aim to create a better banking experience for everyone. A win for us is when banking is a win for you. We can't wait to get everyone onboard our revolution! 🚀,2022-10-06T01:55:09Z
appStore,2022-10-04,No more long waits and tons of paperwork to open a bank account. Looking forward to how GXS can generate a stronger value proposition for consumers.,"['wait', 'ton', 'paperwork', 'bank', 'account', 'generate', 'value', 'proposition', 'consumer']",Credit card usage,Deceiving the public,0.166,0.073,0.762,0.4215,7,Passive,5,Hi there! We aim to create a better banking experience for everyone. A win for us is when banking is a win for you. We can't wait to get everyone onboard our revolution! 🚀,2022-10-06T01:55:09Z
