dataFrom,date,review,rating,extracted_devresp,devresp_time
appStore,20230724 092123,Unable to sign in to account,1,Oh no Could you please share with us more details about the issue youre facing by sending us your details and screenshot to helpgxscomsg so that we can take a closer look into this Wed like to make things right ,20230726T013300Z
appStore,20240115 140423,Is this really an authentic app for GXS Looks cheap,3,Hi Cody Thank you for your feedback on the GXS app We have forwarded your feedback to our team Rest assured were continuously working hard to add more features to make your experience better Feel free to reach out to us via email at helpgxscomsg or call at 65 3105 2055 if you have other suggestions Thank you for your support ,20240117T021023Z
appStore,20231207 130757,save ur money and grow,5,Hi Agilah07 Were happy to hear that youre finding value in our Savings Account that accrues daily interest Every bit counts when it comes to saving money and were glad to be part of your financial journey ,20231208T174446Z
appStore,20231206 042242,Good to use,5,Hi CcccS thank you for your appreciation of the experience We will strive to maintain and improve our features continually,20231207T173653Z
appStore,20230807 134120,Lack the basic function to save a payee,1,Thats a good suggestion Fancilivain GXS continuously work on improving our app We have forwarded your thoughts to the team as feedback for app feature enhancement Thank you for your support ,20230809T015753Z
appStore,20230921 130404,Does not make sense,1,Were sorry to hear that you feel this way We recognise that our customers use GXS for Grab and Singtel Dash transactions to earn 12x reward points from eligible transactions so we increased the interest rates for our GXS Main Account from 008 to 238 pa and the Saving Pockets adjusted to 268 pa ,20230923T013540Z
appStore,20231102 063815,"useless app  unable to join or open account
app is not open to all in sg",1,Were sorry to make you feel this way Please drop us a call at our 247 hotline at 3105 2055 and our team would be more than willing to hear you out ,20231103T142144Z
appStore,20221230 005229,Great features Love it,5,Hi MegaDumpling99 We are happy that you like our awesome app features We strive to give our customers the best app experienceThank you very much for your 5 stars review Your support and voice are very important to us Keep using our app  ,20221231T074706Z
appStore,20230605 105726,Love the app,5,rnThanks for the love  Were thrilled to hear that youre enjoying our app Your support means the world to us ,20230607T010347Z
appStore,20230807 104408,first bank to reduce interest rates for savings but interest rates for loans stay high,1,Hi there From 17 August 2023 were increasing the interest rates for our GXS Main Account from 008 to 238 pa and the Saving Pockets will be adjusted to 268 pa  Just to share that all applications for GXS FlexiLoan go through an evaluation process which is aligned with our internal requirements This process includes an assessment of your credit profile and eligibility ,20230810T011644Z
appStore,20231110 064841,Good app,4,Hey there Thank you for your 5 stars review  We are thrilled to know that you love our apps interface and were constantly working to make it even better ,20231111T172417Z
appStore,20231115 073600,Good,5,Hey there Thanks for taking the time to leave us a 5star review  Were thrilled to hear that you enjoyed your experience with us and appreciate your kind words ,20231117T040919Z
appStore,20220922 015142, x o,5,Hey there Thank you for the 5 stars review it makes our day   ,20220923T072918Z
appStore,20240307 072452,heheh,1,Hi there Were sorry to hear that you feel this way and we will certainly take this as feedback  Rest assured were continuously working hard on improving our product offerings and also adding more features to our app to make your experience better,20240310T023748Z
appStore,20230718 034425,Only for PR and SP,1,Hi there All applications are subjected to the Banks eligibility criteria For more information you may head over to our website We hope to offer our services to more customers in the future Thank you for your interest ,20230720T025001Z
appStore,20230929 131827,Wow,5,Thank you very much for your kind support We appreciate it ,20221229T010427Z
appStore,20220916 184011,,5,Hey Jasper We are happy to know that you like our app ,20220919T012050Z
appStore,20230724 033110,"I was trying to make payment using Paynow Qr code using scan and pay Merchant create a dynamic QR code of payment 157 but the GXS app scan and pay read in as 1507
Pls advice to correct the mistake as it make me and merchant very inconvenience",1,Hi there We apologize for the inconvenience caused and thank you for bringing this to our attention  Please reach out to our customer support team at 65 3105 2055 or email us at helpgxscomsg with your contact details so that we can take a closer look into this for you,20230725T180245Z
appStore,20230722 013339,SingPass Bug ,1,Hi there Were sorry you feel that way Fret not were always here to help Do contact us at 65 3105 2055 or email helpgxscomsg with your contact number and a screen recording of the issue Well work on it right away ,20230724T005547Z
appStore,20230720 232711,"21 Jul 23
The integration on iPad is off The first time login requires SingPass as a safety feature but it doesnt generate a QR Code Devs should consider a workaround 

Pending dev feedback before rating change",1,Hello there We greatly appreciate your feedback and would be thrilled to delve deeper into it To assist you better please dont hesitate to contact us through our 24x7 hotline at 65 3105 2055 or simply drop us an email at helpgxscomsg Kindly include your contact number and a screen recording of the issue you encountered This way we can promptly investigate the matter Thank you ,20230722T053515Z
googlePlay,20240310T235102700Z,cant logging using finger print  previously still able to use  so pissed off with the update ,1,Hi Xiangqing wed love to look into this for you Could you please reach out to us via our 247 hotline at 65 3105 2055 Well be more than happy to look into the matter,20240311T005246253Z
googlePlay,20240310T220220654Z,For 1st time registration signup by singpass and all infos needed but still my application is denied,1,Hi Matt thanks for reaching out If you are referring to our GXS FlexiLoan please be assured that all applications go through an evaluation process that is aligned with our internal requirements This includes an assessment of your credit profile and eligibility You may wish to reapply for the FlexiLoan after 30 days ,20240310T233326777Z
googlePlay,20240310T032854619Z,Updated  Kindly ignore my previous rating and I have amended my rating My son did a Giro to link his Grab Account to GXS but neglected to inform us of the transaction,4,Hi Jeremy could you share more details on the issue you faced please  Wed love to help but we recommend giving our hotline a call at 65 3105 2055 for the best assistance ,20240310T012739606Z
googlePlay,20240309T022958143Z,They unable to process my application 4x attempt,1,Hi Nurhartini wed love to check on this for you Could you please reach out to us via our 247 hotline at 65 3105 2055 Well be more than happy to look into the matter,20240309T024809455Z
googlePlay,20240308T123935515Z,Try logging in after logging out completely Cannot see Singpass QR at all How to log in again Something wrong with new updates,1,Hi AK Ong Were sorry to hear that you are having issues accessing your account and we would love to sort this out for you Please get in touch with us at helpgxscomsg with a screenshot of the error along with your contact details or call us at 65 3105 2055 Well be happy to help Thank you ,20240308T132101100Z
googlePlay,20240307T004042759Z,Fingerprint login no longer work since 2 months back all other bank apps doesnt have such issues,2,Hi Vince Were sorry to hear this and would love to sort this issue for you Please get in touch with us at helpgxscomsg with a screenshot of the error along with your contact details Or call us at 65 3105 2055 Well be happy to help Thank you,20240307T024530641Z
googlePlay,20240306T041417670Z,Love the function of having multiple pockets as it helps me to track each target accordingly Thank you for the genius allocation Would have given 45 if there was with the 05 hoping for unlimited numbers of pockets ,4,Hi Anna Were over the moon to hear your positive feedback about our GXS Savings Account specifically the Saving Pockets Its always fantastic to know were hitting the mark Were constantly working on improving our services and your feedback is a valuable part of that process Thank you for your support ,20240306T044719679Z
googlePlay,20240306T013911760Z,Quick transfers to bank acc and fast repayments Very suitable for short term loans,5,Hi Jia Hong We are happy that you like our app This 5star review made our day  We are thrilled to hear that you find our app easy to use and that you like the shortterm loan feature Were constantly working on new and exciting features and we cant wait for you to try them out in the future,20240306T023002577Z
googlePlay,20240304T042326614Z,A feature they should implement is to save your recipients which you FAST to makes it a lot safer as it prevents mistaken sending of funds to unintended recipients after the 1st transfer,3,Hi EE thats a fantastic suggestion and its been captured as part of future enhancements  We have been busy working on new and exciting stuff and we cant wait for you to try them out in the future ,20240304T050032637Z
googlePlay,20240301T095259459Z,Ok Good system,5,Hi Baggio Thank you for your 5star review  We are thrilled to know that you like the app ,20240301T120122583Z
googlePlay,20240224T052226149Z,good ,3,Hi Velan Thank you for your positive feedback and review Rest assured were continuously working hard on improving our product offerings and our GXS app Feel free to reach out to us via email at helpgxscomsg or call at 65 3105 2055 if you have other suggestions Thank you for your support ,20240224T060537213Z
googlePlay,20240224T035203450Z,Can not open,1,"Hi Yusri were sorry to hear this To better address your concerns and provide further assistance feel free to reach out to us at our 24x7 hotline at 65 3105 2055 We will be happy to help
",20240224T042856160Z
googlePlay,20240218T122044714Z,Hi any chance for foreign to apply Im work at sg,1,Hi Aaro thank you for your interest in our services The FlexiLoan service is available only to Singaporeans and Singaporean PRs at this moment There are no available slots for the Savings Account currently but you may register your interest so we can notify you to come apply when slots are available,20240218T123526841Z
googlePlay,20240214T091002160Z,Really really damm time wasting if not ready for sign up dont launch Close down and dont let people wait for you uninstalling now Trust Bank is much better CRAB,1,Hi Sky were sorry to hear this To address your concerns and provide further assistance please do not hesitate to call our 24x7 hotline at 65 3105 2055 We will be happy to help Thank you ,20240214T112439910Z
googlePlay,20240209T042007761Z,,5,Hey Faizal were stoked to know that you like our app  Thanks for the 5star review ,20240209T045519972Z
googlePlay,20240207T175238413Z,Been using this bank for a while now and didnt face any major problems What I enjoyed the most is the saving pockets area where we could create different pockets for each saving we want to do and even add goals into it The 268 per annum is added daily 001 as long as you have a minimum of 150 in your savings If not youll have to wait till your it accumulates up to 001 to be added There was also cashback when you make payment using the card which I didnt know till recently,5,"Hey Nad Thanks for your kind words Reviews and feedbacks like these are what keeps us going for our customers  You have our word that well continue to introduce more features and will always strive to continuously improve our services

If you need any help feel free to reach out to us Well be more than happy to assist you",20240207T190744283Z
googlePlay,20240126T064330769Z,Great app that can park your savings using pockets but hopefully the interest rate of the savings pockets will increase due to the current economic conditions,4,Hi Jas Thank you for your positive feedback and review Rest assured were continuously working hard on improving our product offerings We have forwarded your feedback to our team Feel free to reach out to us via email at helpgxscomsg or call at 65 3105 2055 if you have other suggestions Thank you for your support ,20240126T081719806Z
googlePlay,20240125T133051147Z,Unable to login or use the forgot password function System only replied with something wrong please try again later Now I was told I must wait for the next version of app to be rolled out progressively before I can login Hopefully wont take too long,1,Hi Benjamin Were sorry to hear this We love to sort this issue quickly for you Please get in touch with us at helpgxscomsg with a screenshot of the error along with your contact details Or call us at 65 3105 2055 Well be happy to help Thank you,20240125T141941785Z
googlePlay,20240115T164746720Z,,5,Hey Adha We appreciate your 5 stars review This made our day Thanks for taking the time to leave your feedback ,20240115T174407868Z
googlePlay,20240114T135833580Z,Sorry to have said this why not this gxbank through by gxbank for worldwide,1,Hey Iqbal We are GXS Bank currently for Singaporebased users If you have any feedback do get in touch with us at helpgxscomsg or call us at 65 3105 2055 As for GXBankrelated queries you may visit their site and reach out to them directly ,20240114T152035968Z
googlePlay,20240112T153450724Z,I dont set A password in my phone n not allow me to down load this apps,5,Hi Tony thank you for your feedback Just to share your device is required to be passcode protected to ensure the safety of your account  You will be able to access to app once your device is passcode protected to apply for our products and services ,20240112T170110830Z
googlePlay,20240110T183731826Z,When to sign up for the account in last year august 5 months has pass still waiting Please help to solve the issue,2,Hi Wei Jie We love your enthusiasm All GXS Savings Account slots have been taken up for now Were working to open new slots as soon as possible For early access to new slots register via the GXS app While youre here have you checked out the GXS FlexiLoan yet We appreciate your patience and cant wait to have you onboard with us ,20240110T195400784Z
googlePlay,20240109T172247353Z,Why i cannot login,1,"Hi Sairuldin Were sorry to hear this Could you get in touch with us at helpgxscomsg with a screenshot of the error along with your contact details Or call us at 65 3105 2055 Well be happy to help
",20240109T185516589Z
googlePlay,20240107T191124528Z,Very good app,5,Hey Najmul We appreciate your 5 stars review  We are thrilled to know that you like the app easy and userfriendly user interface Thanks for taking the time to leave your feedback We strive to serve you better ,20240107T193229991Z
googlePlay,20231230T100820541Z,Im stuck on the singpass page without being able to proceed All is updated to latest ver,1,Hi there This is not the experience that wed want you to have Wed be happy to resolve this issue for you Kindly contact our hotline at 65 3105 2055 or drop us an email at helpgxscomsg with your contact info device model and a screenshot of your issue so we can take a closer look into this Thank you,20231230T105826399Z
googlePlay,20231230T060920800Z,Love GxS bank Would it be available on Google Pay as well ,5,Hi WJ Thank you for your 5 stars review We have forwarded your feedback to our team Were continuously working hard to add more features to make your experience better Thank you for your understanding and support Have a great day and happy new year ,20231230T065707871Z
googlePlay,20231228T080913378Z,Cannot sig up,1,Hey Quekyeong sorry to hear that Please get in touch with us at helpgxscomsg with your contact details or call us at 65 3105 2055 Well be happy to assist it,20231228T081907543Z
googlePlay,20231226T070550661Z,Occasionally getting unable to login error,3,Hey Chester sorry to hear that Please get in touch with us at helpgxscomsg with your contact details or call us at 65 3105 2055 Wed be happy to look into this for you ,20231226T081425315Z
googlePlay,20231222T234744654Z,Well done,2,Hey Jahid Thank you for your review If you have any concerns or need assistance feel free to reach out to us via our 247 hotline at 65 3105 2055 Well be happy to assist you ,20231223T005244256Z
googlePlay,20231222T022444921Z,Buggy app bad interest rate,1,Hi Mike Were sorry to hear about your experience Were continuously working hard on improving our product offerings We love to help you resolve the app issue quickly Kindly drop us an email at helpgxscomsg with your contact info device model and a screenshot of your issue so we can take a closer look into this Have a great day ,20231222T030147684Z
googlePlay,20231221T032303673Z,I am unable to log in today when i could yesterday I cant transfer my money out to use There is no alternative like physical counter or website so my money is stuck when i urgently need my money,1,Hi there We are sorry to hear that you are having difficulty transferring your funds Wed be happy to resolve this issue for you Kindly contact our hotline at 65 3105 2055 or drop us an email at helpgxscomsg ,20231221T040041224Z
googlePlay,20231218T163921623Z,What a nonsense app is thisdownload but say got malware in my hpand ask me to fix my appwth,1,Hi Aza we are sorry to hear that you are having difficulty accessing the app We have enhanced our antimalware protection and customers will not be able to access the app if there is detection of security vulnerabilities in their device Please call our hotline so we can assist you better,20231218T181849959Z
googlePlay,20231218T143827254Z,Easy and fast app,5,Hi Emirul We appreciate your 5 stars review Were glad our GXS app is easy to use and we work hard to meet expectations like yours ,20231218T151336434Z
googlePlay,20231218T111313916Z,could not open my gxs app,1,Hey Diana Wed love to look into this Please feel free to get in touch with us through our 247 hotline at 65 3105 2055 or drop us an email at helpgxscomsg with your contact number so we can reach out to you promptly ,20231218T113233957Z
googlePlay,20231210T060106531Z,Your phone cannot be used Lol which part of my phone have been modified Nvr root or anything This is something that should not even be released to the public when you cant even get device authentication working UPDATE So they decided to just close my issue and deemed it as resolved when it isnt Dont ever use this pos software,1,Hi Swee Seng Were sorry to make you feel that way  We appreciate your valuable feedback and rest assured that it is an essential part of our continuous improvement process Please do not hesitate to reach out to us at 65 3105 2055 or via our email at helpgxscomsg ,20231210T062608152Z
googlePlay,20231210T022304630Z,Good,1,Hi there Thank you for your review If you have any concerns or need assistance feel free to reach out to us via our 247 hotline at 65 3105 2055 Well be glad to help ,20231210T033727768Z
googlePlay,20231209T194124674Z,Easy loan and easy payment with no hassle,5,Hi Muhd Rashid thank you for your kind words we are glad our services live up to your expectations,20231209T204111820Z
googlePlay,20231207T025029181Z,Very good digital savings bank account that helps grow our funds,5,"Hi Suvega Thank you for your 5star review  We are thrilled to know that youre enjoying our daily interest crediting feature  We appreciate you for taking the time to leave your feedback 
",20231207T034003540Z
googlePlay,20231206T084034154Z,Great savings rate,5,Hi Elias We appreciate your 5 stars review  We are thrilled to know that you like the interest rate we offer for our account  Thanks for taking the time to leave your feedback We strive to serve you better ,20231206T112212723Z
googlePlay,20231206T083535696Z,Loving it so far,5,Hi Hamzah Thank you for your wonderful feedback This review made our day We work hard to meet expectations like yours and were happy to hear we hit the mark for you,20231206T111417780Z
googlePlay,20231206T083257532Z,Easy to use,5,Hi there Thank you for your 5 stars review We are thrilled to know that you like the app easy and userfriendly user interface We work hard to meet expectations like yours Thank you and keep using our app,20231206T111658899Z
googlePlay,20231206T071241458Z,Couldnt use the app suddenly,1,Hi Zhiying Were sorry to hear about your experience Wed be happy to resolve this issue for you Kindly contact our hotline at 65 3105 2055 or drop us an email at helpgxscomsg with your contact info device model and a screenshot of your issue so we can take a closer look into this ,20231206T082705160Z
googlePlay,20231205T075156949Z,Poor try attempted but still cannot  Terrible app,1,Hi Amelia Thank you for your feedback Were continuously working hard on improving our product offerings and also adding more features to our app to make your experience better Please get in touch with us via email at helpgxscomsg or call at 65 3105 2055 Wed be happy to hear your feedback on how we can do better ,20231205T085055445Z
googlePlay,20231204T114859403Z,Few months have passed And we still cant add favourite payee etc Can u guy really work on it,1,"Hi Ken  We have forwarded your feedback regarding the add payee function to the team Were continuously working hard to add more features to make your experience better We thank you for your understanding and patience 
",20231204T125417790Z
googlePlay,20231130T104220000Z,Could be scam,1,Hi Arthur thanks for reaching out Rest assured GXS Bank is a licensed bank with the Monetary Authority of Singapore Let us know what can be improved Please feel free to reach out to us at helpgxscomsg or 65 3105 2055 Well be happy to assist with any of your questions or concerns Have a great day ,20231130T114922923Z
googlePlay,20231129T170432599Z,I not be able to log in GXS bank today after I pay off my 1st outstanding loan Is there a bug or hack I hope my  was offset for the loan Even even I restart power on off my phone after updating the app I unable to log in When I log in with fingerprint keep loading Pls help,1,Hey Peishan were sorry to hear about your experience and appreciate you taking the time to share your feedback with us  For us to assist you better please reach out to us via email at helpgxscomsg or our 247 support hotline at 3105 2055 ,20231129T185340845Z
googlePlay,20231125T120326335Z,Seriously makes you wonder how grab and singtel took so long to come up with an app and there is no simple things like adding a payee The debit card was only recently released when trust came up with a proper product more than a year ago with a proper rewards programme Just like its owners GXS is a failure,1,"Hi there Were sorry to hear about your experience Thank you for your feedback Were continuously working hard on improving our product offerings and also adding more features to our app to make your experience better
",20231125T125806544Z
googlePlay,20231124T165023939Z,Why do the app ask me to rate on Play Store if my rating on the app is 5 but there was no such questions when I put a 1 rating on the app It encourages unfair ratings on the Play Store,1,Hey Randy If you need any help or have any feedback please feel free to reach out to us at helpgxscomsg and let us know Were all ears and would be happy to hear them Thisd allow us to have the opportunity to make things right for you and improve the app experience for all ,20231124T174618769Z
googlePlay,20231122T084050352Z,Great interest rates and card spending rebates and the app is also simple and easy to use,5,Thanks for your positive feedback Were delighted to hear you appreciate our competitive interest rates card spending rebates and find our app userfriendly Your satisfaction is our priority ,20231122T091948578Z
googlePlay,20231121T000018107Z,Reminder please up to date your app for users to activate Gxs debit physical card Currently facing a small issue with logging in my GXS app  only through the app  5 secret digit number to input All the best to new peeps have same trouble as me Cheers,4,Hey Fuse Our app indeed works best on the latest version as we do continuously improve on bugs fixes and new updates If youre still encountering the issue do feel free to get in touch with us so that we can take a closer look into it for you ,20231121T004151970Z
googlePlay,20231116T095215376Z,Hang when i want to log in with sing pass,1,Hi DingJie Were sorry to hear about your experience We would love to help you resolve this quickly Please contact our hotline at 65 3105 2055 or drop us an email at helpgxscomsg with your contact info device model and a screen recording of your issue so we can take a closer look into this ,20231117T015009638Z
googlePlay,20231116T050132631Z,Cannot set up my account in redmi 8T Reach the email 2FA before I key in the numbers App closed,1,Were sorry for the hassle youve encountered While wed love to swoop in and fix everything right away it seems like we need a closer look at the mischievous error youre facing  Please drop us an email at helpgxscomsg with your contact info device model and a screen recording of your issue so we can take a closer look into this ,20231116T052453445Z
googlePlay,20231116T022904830Z,Easy to use clear info and rapid yet secure transactions Highly recommend,5,Hey Alvin Weve gotta say your appsolutely awesome review had us doing a victory dance  Were glad our GXS app is easy to use and thank you so much for your 5star review ,20231116T035356481Z
googlePlay,20231116T012454997Z,Ease of use and payments,5,Hey Shaifuddin youve just made our day with your incredible apptastic feedback  Glad to know that our app is easy to use ,20231116T020322793Z
googlePlay,20231115T231457580Z,Easy to use  very helpful ,5,Hi there  We cant thank you enough for leaving a 5star review Were glad to hear that our app has met your expectations and that youve had a positive experience We really appreciate the support ,20231115T234913352Z
googlePlay,20231114T040437427Z,Dumbest banking app ever Get your own people to put 5 never seen such app before if you are good then make the app good and give 348,1,Were sorry to hear you feel that way Tat Keong Your feedback matters to us and were constantly working on improvements If you have any specific features in mind let us know Wed love to make our app better for you Thanks for sharing your thoughts,20231114T054818239Z
googlePlay,20231112T064500258Z,Been waiting since july to open an account Remembered that i sign up for early access first time round and was told would be informed once new slots are available for sign up As weeks goes by i see that other people were invited to open an account but not me Now 4 mths later am trying again and signed up again for early access,1,Hi Zam Thank you for your interest in opening a GXS Savings Account As of now slots for the GXS Savings Account have been taken up Were working to open up new slots as soon as we can We hope to serve you as soon as we can ,20231112T075050985Z
googlePlay,20231111T030217477Z,Easy  fast approval of loan with reasonable interest rates GXS is giving other banks a run for their  All the best GXS Bank,5,Hi Sajeev Thank you for your wonderful feedback Your review made our day Great to know that you like the app hassle free and fast loan approval and also the interest rates we offer We work hard to meet expectations like yours and were happy to hear we hit the mark for you,20231111T035754404Z
googlePlay,20231110T204855560Z,Ease of use,5,Hey Eileen Were glad to hear that our app has met your expectations and that youve had a positive experience Thank you and we really appreciate your support ,20231110T212125357Z
googlePlay,20231110T085038129Z,Great bankGood interest rate,5,Hi Eric We appreciate your 5 stars review We are thrilled to know that you like the interest rate we offer for our account Thanks for taking the time to leave your feedback We strive to serve you better   ,20231110T105047928Z
googlePlay,20231110T084546379Z,Super efficient ,5,Hey Raihanah Thank you for your 5 stars review We work hard to meet expectations like yours and were happy to hear we hit the mark for you Thank you for your support and please keep using the GXS app ,20231110T100734726Z
googlePlay,20231110T071933524Z,Easy of use,5,Were delighted to receive your 5star rating and appreciate your feedback  Thank you for continued support in using our app ,20231110T081912716Z
googlePlay,20231110T070705644Z,Ease of use,5,Hey there Were so glad to hear that our app has met your expectations and that youve had a positive experience  Thank you for your 5star rating and for being a loyal customer ,20231110T082613390Z
googlePlay,20231110T065024717Z,Superb,5,Hey there Your 5star rating means a lot to us and were grateful for your positive feedback  Thank you for your support and for using the GXS app ,20231110T080716950Z
googlePlay,20231109T090421964Z,Almost perfect I want to transfer via bank account number but they do no allow me to save the bank details so Im stuck twitch manually entering the details everytime when I need to do transfer which can be prone to human error,4,Thank you for sharing your suggestion with us Brendan While we do not have that feature for now rest assured that this is captured as part of our continuous improvement process,20231109T093804249Z
googlePlay,20231108T212700210Z,Terrible dont use this bank,1,Hey Shah This is not the experience that wed want you to have Could you please get in touch with us via email at helpgxscomsg or call at 65 3105 2055 Wed be happy to hear your thoughts and make things right for you ,20231108T221354508Z
googlePlay,20231106T090447837Z,Friendly user,5,Hi Dennis Thank you for your 5 stars review We are thrilled to know that you like our app We work hard to meet expectations like yours and were happy to hear we hit the mark for you,20231110T105622255Z
googlePlay,20231104T084739607Z,Worst rate you will ever find Bank interest are much more forgiving This app calculate and told me about 85 Perannum Total outrageous Thats close to ah long rate  Horrible horrible Straight away uninstalled,1,Hey there Thank you for your feedback and were sorry to make you feel this way  Please feel free to contact us via our 247 hotline at 65 3105 2055 so that we can address your concerns directly Were all ears ,20231104T093946846Z
googlePlay,20231030T023033908Z,I hope the GXS Bank can given the interest 10 pa as deposit 1 into the saving account as a free gift ,3,Thanks for sharing your suggestion with us John We appreciate your support and do stay tuned to our social media for more exciting news ,20231030T031511424Z
googlePlay,20231024T164325687Z,False advertising of rates,1,Hi Gilbert Thank you for bringing this to our attention We apologize if you found our rates to be misleading We take feedback seriously and are committed to further improvement Please contact our support team hotline at 65 3105 2055 so that we can address your concerns directly Were here 247 Thank you ,20231024T224411770Z
googlePlay,20231019T232427395Z,Gxs is simple and easy to use with a saving accountpocket that has no TnC But not being able to add payees for FAST transfer is quite a setback and detrimental considering it as a basic common banking service that most people do As a digital bank isnt it pertinent to include basic online banking service like adding of payee,3,Hi Jiaxing Were sorry to make you feel that way We really appreciate your valuable feedback and rest assured that it is an essential part of our continuous improvement process ,20231020T004132407Z
googlePlay,20231013T032038709Z,Closed my account without giving me any reason Just started to put money in the account to earn interest merely only earned 4 of interest in total,1,Hey Benjamin If you have any accountrelated concerns just give us a ring anytime at our 247 hotline 65 3105 2055 Were all ears,20231013T040408210Z
googlePlay,20231012T064219669Z,Fast and easier way to get the loan amount as a foreigner i cant make but my friend helped me it will be useful if foreigner also can borrow This is a suggestion Thanks,5,Hey there thank you for the feedback  suggestions We are aiming to be more inclusive and in the future we hope to be able to offer our services to you,20231012T083727447Z
googlePlay,20231011T013524942Z,Ssucks,1,Were sorry to hear about your experience Jeffrey We take all feedback seriously and would like to know more about the issues you faced Please dont hesitate to reach out to us through our hotline at 65 3105 2055 or email us at hepgxscomsg Well be glad to assist and improve our services ,20231011T022308406Z
googlePlay,20231008T140246380Z,Seems to be full Unable to sign up Uninstalling since it is the case,1,Hi Grace Thank you for your support in our GXS Savings account Currently all GXS Savings Account slots have been taken up for now Were working to open new slots as soon as possible Stay tuned to our social media channels for the latest updates,20231008T153747675Z
googlePlay,20231008T101556449Z,1 long waiting list 2 everytime i log into waiting list its as if Im not in the waiting list as they ask me to sign up to be in the waiting list  alr 4 time alr 3 of course Im still not in the GXS list Had sent light for the long wait Meanwhile while it isnt approved Ill delete since I wont be able to use it  No spaces,1,Hi there Thank you for your patience and support Your feedback matters to us All slots for our invitations have been filled Were working to open up new slots for you as soon as we can ,20230830T013214606Z
googlePlay,20231007T140338532Z,Pathetic app and support Paynow qr which is the only way to spend money from this bank account is not working for months and support is providing meaningless replies,1,Hey there Were really sorry to hear about your experience with our GXS app and truly apologize for any inconvenience caused  We understand the importance of this matter and rest assured that were here to help  Please do not hesitate to reach out to us via our 24x7 hotline at 65 3105 2055 or chat with us at our inapp Help Centre,20231007T151348577Z
googlePlay,20231006T163819917Z,You are welcome I had hoped to keep more money long term but after only 1 month with GXS your interest rate dropped greatly Please have Add Payee to reduce errors  no Copy  Paste so we need to memorise long account numbers Jul2023 Review  Seamless transactions Great fun bank to bank with I like the pockets idea where I am able to see where my goals are heading The interest is the icing on the cake Great UI and UX Easiest digital bank to use Thank you very much Dev  Team,4,Hi Doreen  We are happy that you like our app Your review really made our day and we are definitely striving to improve our products to serve you better ,20231006T171605602Z
googlePlay,20231005T200421321Z,It really helps when really in need So easy to do it Its at your fingertips,5,Hey there We are happy that you enjoyed the app and your review really made our day  Thank you and we really appreciate your support ,20231005T204552476Z
googlePlay,20231004T200109655Z,Easy to apply good full amount of loan given compare to outside or lending bee  or they never cut your loan amouny  interest can be save if payment early multiple loan also can only it could be better if can increase loan amount after loan given  or can be resgistet again once deleted,5,Hi Aliff We are happy that you like our app This 5star review made our day We are definitely striving to improve our products to serve you better ,20231004T203853630Z
googlePlay,20231002T080701692Z,Good app,5,Your appreciation and support bring us joy and happiness Thank you and we will strive to keep doing better,20231002T085453249Z
googlePlay,20230929T101128129Z,The UIUX of the app is definitely the best amongst the banks right now looking forward to more products,5,Were thrilled to hear that our app has won your heart and become your digital sidekick  Were already brainstorming new features and products so stay tuned ,20230929T130546491Z
googlePlay,20230929T092231252Z,Good job GXS,5,Hello there Youve just made our day with your incredible apptastic feedback ,20230929T131459213Z
googlePlay,20230929T074539453Z,Awesome app for use,5,Hey Jyoti We are happy that you like our app This review made our day  Were also excited to have you on board ,20230929T083329244Z
googlePlay,20230925T090209606Z,How many attempts for the year Until now message still the same Its not you its us We understand that receiving this news may be disappointing And while were unable to disclose the specific reasons why your GXS FlexiLoan application wasnt approved please know that every GXS FlexiLoan application goes through an evaluation process that must meet our eligibility criteria and internal assessment requirements,1,Were sorry to hear that Jessie It is certainly not our intent to make any of our customers feel this way And well definitely take this as a feedback We understand youre interested in our FlexiLoan feel free to reach out to us directly at 65 3105 2055 or via email if you need any help ,20230925T093958926Z
googlePlay,20230918T121556287Z,Year 2023 a banking app that cant save pay are you living in yesteryears,1,Hi Jeff Thanks for sharing your thoughts Your feedback is important to us as we evolve and improve our products to better serve you As a digital bank were committed to staying agile and responsive to your needs Keep the feedback coming and well keep working to make the bank work better for you ,20230918T122850669Z
googlePlay,20230918T093025317Z,Cannot register keep nothing pop up On sign up,1,Hi MydailyGame Channel Were sorry to hear about your experience  Please reach out to our 247 hotline at 65 3105 2055 or drop us an email at helpgxscomsg with the screenshot so that we can address your concerns directly Thank you,20230918T094230887Z
googlePlay,20230917T053720171Z,No debit card Max interest reduced to only 265 now within one month of start,1,"Hi Garima we are sorry to hear about your experience and appreciate you sharing your thoughts with us We want you to know that we will be introducing additional features in the upcoming months Please keep an eye on our social media platforms for the latest news and updates 

",20230917T115210878Z
googlePlay,20230917T040208930Z,is there a login issue now,3,Hi Andrew please reach out to our 247 hotline at 65 3105 2055 or drop us an email at helpgxscomsg so that we can address your concerns directly Thank you ,20230918T010351421Z
googlePlay,20230916T083123115Z,Poor get in touch with email late response after few weeks then replied Not recommending ,1,Were sorry to hear that Wed like to take a closer look at the experience you had please reach out to us directly via the 24x7 hotline at 65 3105 2055 so we can address your concerns Sufiean ,20230918T013521902Z
